GO,Function,Proteins,Gene Name,Ontology group,Count of protein,Number of proteins detected within the genome,GO frequency within the dataset (%),GO frequency within the genome (%),P-Value,P-Values_BH
GO:0046856,phosphatidylinositol dephosphorylation,E1BAU6(Evidence code:IEA/Database source:InterPro:IPR000300),INPP5E,BP,1,1 of 5,0.81,20,0.02272,0.05576
GO:0009143,nucleoside triphosphate catabolic process,F1MNS5(Evidence code:IEA/Database source:UniProtKB:P22413|ens),ENPP1,BP,1,1 of 5,0.81,20,0.02272,0.05576
GO:0034370,triglyceride-rich lipoprotein particle remodeling,A4FUZ9(Evidence code:IEA/Database source:UniProtKB:Q8C7G5|ens),APOA5,BP,1,1 of 5,0.81,20,0.02272,0.05576
GO:0030247,polysaccharide binding,F1MNS5(Evidence code:IEA/Database source:InterPro:IPR001212|I),ENPP1,MF,1,1 of 5,0.81,20,0.02272,0.05576
GO:0016925,protein sumoylation,E1BJZ0(Evidence code:IEA/Database source:UniProtKB:Q9BYX4|ens),IFIH1,BP,1,1 of 5,0.81,20,0.02272,0.05576
GO:0034587,piRNA metabolic process,F1MUI1(Evidence code:IEA/Database source:UniProtKB:Q80VL1|ens),TDRKH,BP,1,1 of 5,0.81,20,0.02272,0.05576
GO:0008409,5-3 exonuclease activity,A3KN06(Evidence code:IEA/Database source:InterPro:IPR038838),C7H19ORF43,MF,1,1 of 5,0.81,20,0.02272,0.05576
GO:0004697,protein kinase C activity,A0JN97(Evidence code:IEA/Database source:InterPro:IPR014376|I),PRKCD,MF,1,1 of 5,0.81,20,0.02272,0.05576
GO:0071360,cellular response to exogenous dsRNA,E1BJZ0(Evidence code:IEA/Database source:UniProtKB:Q9BYX4|ens),IFIH1,BP,1,1 of 5,0.81,20,0.02272,0.05576
GO:0007140,male meiotic nuclear division,F1MUI1(Evidence code:IEA/Database source:UniProtKB:Q80VL1|ens),TDRKH,BP,1,1 of 5,0.81,20,0.02272,0.05576
GO:0005664,nuclear origin of replication recognition complex,Q58DC8(Evidence code:ISS/Database source:UniProtKB:Q13415),ORC1,CC,1,1 of 5,0.81,20,0.02272,0.05576
GO:0070527,platelet aggregation,F1MRZ8(Evidence code:IEA/Database source:UniProtKB:Q9JHK5|ens),PLEK,BP,1,1 of 5,0.81,20,0.02272,0.05576
GO:0030008,TRAPP complex,Q3T086(Evidence code:IBA/Database source:PANTHER:PTN000302156),TRAPPC6A,CC,1,1 of 5,0.81,20,0.02272,0.05576
GO:0000407,phagophore assembly site,A7MAZ2(Evidence code:IEA/Database source:UniProtKB:Q86Y82|ens),STX12,CC,1,1 of 5,0.81,20,0.02272,0.05576
GO:0080111,DNA demethylation,E1BD99(Evidence code:IEA/Database source:UniProtKB:Q6N021|ens),TET2,BP,1,1 of 5,0.81,20,0.02272,0.05576
GO:0007528,neuromuscular junction development,F1MX37(Evidence code:IEA/Database source:UniProtKB:Q6PHS9|ens),CACNA2D2,BP,1,1 of 5,0.81,20,0.02272,0.05576
GO:0000980,RNA polymerase II distal enhancer sequence-specific DNA binding,E1BMT1(Evidence code:IEA/Database source:UniProtKB:Q62233|ens),SIX3,MF,1,1 of 5,0.81,20,0.02272,0.05576
GO:0010898,positive regulation of triglyceride catabolic process,A4FUZ9(Evidence code:IEA/Database source:UniProtKB:Q6Q788|ens),APOA5,BP,1,1 of 5,0.81,20,0.02272,0.05576
GO:0046627,negative regulation of insulin receptor signaling pathway,F1MNS5(Evidence code:IEA/Database source:UniProtKB:P22413|ens),ENPP1,BP,1,1 of 5,0.81,20,0.02272,0.05576
GO:0035556,intracellular signal transduction,L8B5P3(Evidence code:IEA/Database source:InterPro:IPR001054)F1MCG9(Evidence code:IEA/Database source:InterPro:IPR002219)A0JN97(Evidence code:IEA/Database source:InterPro:IPR002219)F1MRZ8(Evidence code:IEA/Database source:InterPro:IPR000591), ADCY10 DGKK PRKCD PLEK,BP,4,4 of 275,3.25,1.45,0.02367,0.0579
GO:0007015,actin filament organization,P62326(Evidence code:IEA/Database source:InterPro:IPR001152)P21752(Evidence code:IEA/Database source:InterPro:IPR001152), TMSB4 TMSB10,BP,2,2 of 63,1.63,3.17,0.02607,0.06103
GO:0006312,mitotic recombination,F1N1D2(Evidence code:IBA/Database source:PANTHER:PTN001415033),DMC1,BP,1,1 of 6,0.81,16.67,0.02645,0.06103
GO:0033209,tumor necrosis factor-mediated signaling pathway,A5D7R1(Evidence code:IEA/Database source:GO:0005031),TNFRSF11B,BP,1,1 of 6,0.81,16.67,0.02645,0.06103
GO:0045190,isotype switching,Q3SZL4(Evidence code:ISS/Database source:UniProtKB:Q9R207),NBN,BP,1,1 of 6,0.81,16.67,0.02645,0.06103
GO:0005795,Golgi stack,F1MXF5(Evidence code:IEA/Database source:UniProtKB:Q99996|ens),AKAP9,CC,1,1 of 6,0.81,16.67,0.02645,0.06103
GO:0001965,G-protein alpha-subunit binding,E1BD35(Evidence code:IBA/Database source:PANTHER:PTN000965417),RIC8B,MF,1,1 of 6,0.81,16.67,0.02645,0.06103
GO:0005158,insulin receptor binding,F1MNS5(Evidence code:IEA/Database source:UniProtKB:P22413|ens),ENPP1,MF,1,1 of 6,0.81,16.67,0.02645,0.06103
GO:0031083,BLOC-1 complex,A7MAZ2(Evidence code:IDA/Database source:),STX12,CC,1,1 of 6,0.81,16.67,0.02645,0.06103
GO:0035278,miRNA mediated inhibition of translation,F1MY06(Evidence code:IEA/Database source:InterPro:IPR033500),TNRC6B,BP,1,1 of 6,0.81,16.67,0.02645,0.06103
GO:0000339,RNA cap binding,Q2YDE1(Evidence code:IEA/Database source:InterPro:IPR037585),EIF4G3,MF,1,1 of 6,0.81,16.67,0.02645,0.06103
GO:0007064,mitotic sister chromatid cohesion,E1BKG4(Evidence code:IEA/Database source:UniProtKB:Q29RF7|ens),PDS5A,BP,1,1 of 6,0.81,16.67,0.02645,0.06103
GO:0017127,cholesterol transporter activity,A4FUZ9(Evidence code:IBA/Database source:PANTHER:PTN000439006),APOA5,MF,1,1 of 6,0.81,16.67,0.02645,0.06103
GO:0031994,insulin-like growth factor I binding,Q05718(Evidence code:IBA/Database source:PANTHER:PTN000167605),IGFBP6,MF,1,1 of 6,0.81,16.67,0.02645,0.06103
GO:0048512,circadian behavior,E1BMT1(Evidence code:IEA/Database source:UniProtKB:Q62233|ens),SIX3,BP,1,1 of 6,0.81,16.67,0.02645,0.06103
GO:0031995,insulin-like growth factor II binding,Q05718(Evidence code:IBA/Database source:PANTHER:PTN000167605),IGFBP6,MF,1,1 of 6,0.81,16.67,0.02645,0.06103
GO:0004017,adenylate kinase activity,A4IFD0(Evidence code:IEA/Database source:InterPro:IPR006267),Ak5,MF,1,1 of 6,0.81,16.67,0.02645,0.06103
GO:0060760,positive regulation of response to cytokine stimulus,E1BJZ0(Evidence code:IEA/Database source:UniProtKB:Q9BYX4|ens),IFIH1,BP,1,1 of 6,0.81,16.67,0.02645,0.06103
GO:0043567,regulation of insulin-like growth factor receptor signaling pathway,Q05718(Evidence code:IBA/Database source:PANTHER:PTN000167605),IGFBP6,BP,1,1 of 6,0.81,16.67,0.02645,0.06103
GO:0007264,small GTPase mediated signal transduction,F1MS60(Evidence code:IBA/Database source:PANTHER:PTN001813090)F1MIX6(Evidence code:IEA/Database source:InterPro:IPR026791|I), ARHGAP33 DOCK1,BP,2,2 of 64,1.63,3.12,0.02682,0.06168
GO:0048471,perinuclear region of cytoplasm,P51122(Evidence code:ISS/Database source:UniProtKB:P39687)A0JN97(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q9JHI8), ANP32A PRKCD ADIPOQ,CC,3,3 of 170,2.44,1.76,0.02973,0.06508
GO:0097190,apoptotic signaling pathway,A5D7R1(Evidence code:IBA/Database source:PANTHER:PTN000753849)Q5EAE6(Evidence code:IBA/Database source:PANTHER:PTN000323543), TNFRSF11B DAP,BP,2,2 of 67,1.63,2.99,0.02911,0.06508
GO:0086091,regulation of heart rate by cardiac conduction,F1MXF5(Evidence code:IEA/Database source:UniProtKB:Q99996|ens),AKAP9,BP,1,1 of 7,0.81,14.29,0.03018,0.06508
GO:0030330,"DNA damage response, signal transduction by p53 class mediator",A5PJS6(Evidence code:ISS/Database source:UniProtKB:Q14694),USP10,BP,1,1 of 7,0.81,14.29,0.03018,0.06508
GO:1902042,negative regulation of extrinsic apoptotic signaling pathway via death domain receptors,P29473(Evidence code:IMP/Database source:),NOS3,BP,1,1 of 7,0.81,14.29,0.03018,0.06508
GO:0031116,positive regulation of microtubule polymerization,F1MXF5(Evidence code:IEA/Database source:UniProtKB:Q99996|ens),AKAP9,BP,1,1 of 7,0.81,14.29,0.03018,0.06508
GO:0019433,triglyceride catabolic process,A4FUZ9(Evidence code:IEA/Database source:UniProtKB:Q6Q788|ens),APOA5,BP,1,1 of 7,0.81,14.29,0.03018,0.06508
GO:0005149,interleukin-1 receptor binding,O77482(Evidence code:IEA/Database source:InterPro:IPR003297),IL1RN,MF,1,1 of 7,0.81,14.29,0.03018,0.06508
GO:0043046,DNA methylation involved in gamete generation,F1MUI1(Evidence code:IEA/Database source:UniProtKB:Q80VL1|ens),TDRKH,BP,1,1 of 7,0.81,14.29,0.03018,0.06508
GO:0005891,voltage-gated calcium channel complex,F1MX37(Evidence code:IEA/Database source:UniProtKB:Q6PHS9|ens),CACNA2D2,CC,1,1 of 7,0.81,14.29,0.03018,0.06508
GO:0031210,phosphatidylcholine binding,A4FUZ9(Evidence code:IEA/Database source:UniProtKB:Q6Q788|ens),APOA5,MF,1,1 of 7,0.81,14.29,0.03018,0.06508
GO:0042627,chylomicron,A4FUZ9(Evidence code:IEA/Database source:UniProtKB:Q6Q788|ens),APOA5,CC,1,1 of 7,0.81,14.29,0.03018,0.06508
GO:0051085,chaperone cofactor-dependent protein refolding,Q58DR2(Evidence code:ISS/Database source:UniProtKB:Q9NXW2),DNAJB12,BP,1,1 of 7,0.81,14.29,0.03018,0.06508
GO:0031369,translation initiation factor binding,Q0P5H6(Evidence code:IEA/Database source:UniProtKB:Q9Y4P3|ens),TBL2,MF,1,1 of 7,0.81,14.29,0.03018,0.06508
GO:0031143,pseudopodium,Q8SQ24(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),MYOZ1,CC,1,1 of 7,0.81,14.29,0.03018,0.06508
GO:0042157,lipoprotein metabolic process,A4FUZ9(Evidence code:IEA/Database source:InterPro:IPR000074),APOA5,BP,1,1 of 7,0.81,14.29,0.03018,0.06508
GO:0031102,neuron projection regeneration,A4FUZ9(Evidence code:IBA/Database source:PANTHER:PTN000439006),APOA5,BP,1,1 of 7,0.81,14.29,0.03018,0.06508
GO:0045723,positive regulation of fatty acid biosynthetic process,A4FUZ9(Evidence code:IEA/Database source:UniProtKB:Q6Q788|ens),APOA5,BP,1,1 of 7,0.81,14.29,0.03018,0.06508
GO:0050750,low-density lipoprotein particle receptor binding,A4FUZ9(Evidence code:IEA/Database source:UniProtKB:Q6Q788|ens),APOA5,MF,1,1 of 7,0.81,14.29,0.03018,0.06508
GO:0017025,TBP-class protein binding,Q5E9A1(Evidence code:ISS/Database source:UniProtKB:Q60817),NACA,MF,1,1 of 7,0.81,14.29,0.03018,0.06508
GO:0016529,sarcoplasmic reticulum,Q05JF3(Evidence code:IEA/Database source:UniProtKB:O09165|ens),casq1,CC,1,1 of 7,0.81,14.29,0.03018,0.06508
GO:0016301,kinase activity,F1MCG9(Evidence code:IEA/Database source:InterPro:IPR001206)A4IFD0(Evidence code:IEA/Database source:UniProtKB-KW:KW-0418)A0JN97(Evidence code:IEA/Database source:UniProtKB-KW:KW-0418), DGKK Ak5 PRKCD,MF,3,3 of 174,2.44,1.72,0.03149,0.06749
GO:0000785,chromatin,E1BKG4(Evidence code:IEA/Database source:UniProtKB:Q29RF7|ens)P02316(Evidence code:IEA/Database source:InterPro:IPR000079), PDS5A HMGN1,CC,2,2 of 70,1.63,2.86,0.03148,0.06749
GO:0034361,very-low-density lipoprotein particle,A4FUZ9(Evidence code:IEA/Database source:UniProtKB:Q6Q788|ens),APOA5,CC,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0050850,positive regulation of calcium-mediated signaling,P62958(Evidence code:IEA/Database source:UniProtKB:P70349|ens),HINT1,BP,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0070192,chromosome organization involved in meiotic cell cycle,F1N1D2(Evidence code:IBA/Database source:PANTHER:PTN001489025),DMC1,BP,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0010181,FMN binding,P29473(Evidence code:IEA/Database source:InterPro:IPR001094|I),NOS3,MF,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0005344,oxygen carrier activity,P02192(Evidence code:IEA/Database source:UniProtKB-KW:KW-0561),MB,MF,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0032515,negative regulation of phosphoprotein phosphatase activity,F1N1Q9(Evidence code:IEA/Database source:GO:0004864),PPP1R17,BP,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0019825,oxygen binding,P02192(Evidence code:IEA/Database source:InterPro:IPR002335|I),MB,MF,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:2000058,regulation of ubiquitin-dependent protein catabolic process,A4IFN7(Evidence code:IEA/Database source:UniProtKB:Q05086|ens),UBE3A,BP,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0000400,four-way junction DNA binding,F1N1D2(Evidence code:IBA/Database source:PANTHER:PTN001415033),DMC1,MF,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0006904,vesicle docking involved in exocytosis,F1MRZ8(Evidence code:IEA/Database source:UniProtKB:Q9JHK5|ens),PLEK,BP,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0004550,nucleoside diphosphate kinase activity,A4IFD0(Evidence code:IEA/Database source:EC:2.7.4.6),Ak5,MF,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0060306,regulation of membrane repolarization,F1MXF5(Evidence code:IEA/Database source:UniProtKB:Q99996|ens),AKAP9,BP,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0005515,protein binding,A7MAZ2(Evidence code:IPI/Database source:UniProtKB:Q08DU8),STX12,MF,1,1 of 1669,0.81,0.06,0.03319,0.06749
GO:0000060,"protein import into nucleus, translocation",E1BMT1(Evidence code:IEA/Database source:UniProtKB:Q62233|ens),SIX3,BP,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0030073,insulin secretion,O77482(Evidence code:IEA/Database source:UniProtKB:P25085|ens),IL1RN,BP,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0004402,histone acetyltransferase activity,E1BDZ8(Evidence code:IBA/Database source:PANTHER:PTN000382618),EPC2,MF,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0009154,purine ribonucleotide catabolic process,P62958(Evidence code:ISS/Database source:UniProtKB:P49773),HINT1,BP,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0097110,scaffold protein binding,Q3ZC66(Evidence code:IEA/Database source:UniProtKB:Q9P021|ens),CRIPT,MF,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0045111,intermediate filament cytoskeleton,E1BF59(Evidence code:IEA/Database source:UniProtKB:Q15149|ens),PLEC,CC,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0000118,histone deacetylase complex,P62958(Evidence code:ISS/Database source:UniProtKB:P49773),HINT1,CC,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0046470,phosphatidylcholine metabolic process,A4FUZ9(Evidence code:IBA/Database source:PANTHER:PTN000439034),APOA5,BP,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0004864,protein phosphatase inhibitor activity,F1N1Q9(Evidence code:IEA/Database source:InterPro:IPR033242),PPP1R17,MF,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0005245,voltage-gated calcium channel activity,F1MX37(Evidence code:IEA/Database source:UniProtKB:Q6PHS9|ens),CACNA2D2,MF,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0030866,cortical actin cytoskeleton organization,F1MRZ8(Evidence code:IEA/Database source:UniProtKB:P08567|ens),PLEK,BP,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0046326,positive regulation of glucose import,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q60994),ADIPOQ,BP,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0048741,skeletal muscle fiber development,Q08DY1(Evidence code:IEA/Database source:UniProtKB:Q9JI08|ens),BIN3,BP,1,1 of 8,0.81,12.5,0.03388,0.06749
GO:0031965,nuclear membrane,Q58DR2(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)Q1RMH9(Evidence code:IEA/Database source:UniProtKB:Q99543|ens), DNAJB12 DNAJC2,CC,2,2 of 75,1.63,2.67,0.03558,0.07068
GO:0032720,negative regulation of tumor necrosis factor production,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848),ADIPOQ,BP,1,1 of 9,0.81,11.11,0.03758,0.0719
GO:0046622,positive regulation of organ growth,F1MX37(Evidence code:IEA/Database source:UniProtKB:Q6PHS9|ens),CACNA2D2,BP,1,1 of 9,0.81,11.11,0.03758,0.0719
GO:0045214,sarcomere organization,Q05JF3(Evidence code:IEA/Database source:UniProtKB:O09165|ens),casq1,BP,1,1 of 9,0.81,11.11,0.03758,0.0719
GO:0016849,phosphorus-oxygen lyase activity,L8B5P3(Evidence code:IEA/Database source:InterPro:IPR001054),ADCY10,MF,1,1 of 9,0.81,11.11,0.03758,0.0719
GO:0004551,nucleotide diphosphatase activity,F1MNS5(Evidence code:IEA/Database source:UniProtKB:P22413|ens),ENPP1,MF,1,1 of 9,0.81,11.11,0.03758,0.0719
GO:0042743,hydrogen peroxide metabolic process,Q3SZT9(Evidence code:IEA/Database source:UniProtKB:P00015|ens),CYCT,BP,1,1 of 9,0.81,11.11,0.03758,0.0719
GO:0002088,lens development in camera-type eye,E1BMT1(Evidence code:IEA/Database source:UniProtKB:Q62233|ens),SIX3,BP,1,1 of 9,0.81,11.11,0.03758,0.0719
GO:0043486,histone exchange,P51122(Evidence code:IBA/Database source:PANTHER:PTN000146837),ANP32A,BP,1,1 of 9,0.81,11.11,0.03758,0.0719
GO:0032570,response to progesterone,A4IFN7(Evidence code:IEA/Database source:UniProtKB:Q05086|ens),UBE3A,BP,1,1 of 9,0.81,11.11,0.03758,0.0719
GO:0033700,phospholipid efflux,A4FUZ9(Evidence code:IBA/Database source:PANTHER:PTN000439006),APOA5,BP,1,1 of 9,0.81,11.11,0.03758,0.0719
GO:0042734,presynaptic membrane,G5E5W4(Evidence code:IEA/Database source:UniProtKB:Q99P47|ens),CNTNAP4,CC,1,1 of 9,0.81,11.11,0.03758,0.0719
GO:0031532,actin cytoskeleton reorganization,F1MRZ8(Evidence code:IEA/Database source:UniProtKB:P08567|ens),PLEK,BP,1,1 of 9,0.81,11.11,0.03758,0.0719
GO:1902235,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,A5D791(Evidence code:IEA/Database source:UniProtKB:Q9NZJ5|ens),EIF2AK3,BP,1,1 of 9,0.81,11.11,0.03758,0.0719
GO:0003777,microtubule motor activity,Q3MHK0(Evidence code:IEA/Database source:InterPro:IPR001752|I),KIF3A,MF,1,1 of 9,0.81,11.11,0.03758,0.0719
GO:0004518,nuclease activity,Q29RY4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0540)A6QNQ6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0540), ELAC1 RBBP8,MF,2,2 of 79,1.63,2.53,0.039,0.07444
GO:0016740,transferase activity,F1MCG9(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)A0JN97(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)A4IFD0(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)A4IFN7(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)Q0VCH4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)Q5E9U4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808), DGKK PRKCD Ak5 UBE3A GAL3ST3 TYW3,MF,6,6 of 633,4.88,0.95,0.03958,0.07535
GO:0035861,site of double-strand break,F6RF21(Evidence code:IEA/Database source:UniProtKB:A6NHR9|ens),SMCHD1,CC,1,1 of 10,0.81,10,0.04125,0.07652
GO:0000266,mitochondrial fission,Q58CR1(Evidence code:IEA/Database source:UniProtKB:Q8VED8|ens),MTFR2,BP,1,1 of 10,0.81,10,0.04125,0.07652
GO:0030239,myofibril assembly,Q8SQ24(Evidence code:IBA/Database source:PANTHER:PTN000409135),MYOZ1,BP,1,1 of 10,0.81,10,0.04125,0.07652
GO:0070325,lipoprotein particle receptor binding,A4FUZ9(Evidence code:IEA/Database source:UniProtKB:Q6Q788|ens),APOA5,MF,1,1 of 10,0.81,10,0.04125,0.07652
GO:0010389,regulation of G2/M transition of mitotic cell cycle,G3N0U2(Evidence code:IEA/Database source:InterPro:IPR015452),CCNB3,BP,1,1 of 10,0.81,10,0.04125,0.07652
GO:0001540,amyloid-beta binding,G3N0A1(Evidence code:IEA/Database source:UniProtKB:Q8BUY8|ens),GPRASP2,MF,1,1 of 10,0.81,10,0.04125,0.07652
GO:0070469,respiratory chain,Q3SZT9(Evidence code:IEA/Database source:UniProtKB-KW:KW-0679),CYCT,CC,1,1 of 10,0.81,10,0.04125,0.07652
GO:0002102,podosome,A6QQV9(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),AFAP1L1,CC,1,1 of 10,0.81,10,0.04125,0.07652
GO:0043010,camera-type eye development,E1BMT1(Evidence code:IEA/Database source:UniProtKB:Q62233|ens),SIX3,BP,1,1 of 10,0.81,10,0.04125,0.07652
GO:0045923,positive regulation of fatty acid metabolic process,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q60994),ADIPOQ,BP,1,1 of 10,0.81,10,0.04125,0.07652
GO:0005179,hormone activity,P19159(Evidence code:IEA/Database source:InterPro:IPR001400|I)Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848), CSH2 ADIPOQ,MF,2,2 of 82,1.63,2.44,0.04165,0.07706
GO:0005125,cytokine activity,O77482(Evidence code:IEA/Database source:InterPro:IPR000975)Q2KIE5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0202), IL1RN CXCL2,MF,2,2 of 84,1.63,2.38,0.04345,0.08019
GO:0051219,phosphoprotein binding,Q0P5H6(Evidence code:IEA/Database source:UniProtKB:Q9Y4P3|ens),TBL2,MF,1,1 of 11,0.81,9.09,0.04492,0.08065
GO:0071944,cell periphery,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q9JHI8),ADIPOQ,CC,1,1 of 11,0.81,9.09,0.04492,0.08065
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen",Q3SZT9(Evidence code:IBA/Database source:PANTHER:PTN000238899),CYCT,BP,1,1 of 11,0.81,9.09,0.04492,0.08065
GO:0008198,ferrous iron binding,E1BD99(Evidence code:IEA/Database source:UniProtKB:Q6N021|ens),TET2,MF,1,1 of 11,0.81,9.09,0.04492,0.08065
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",Q3SZT9(Evidence code:IBA/Database source:PANTHER:PTN000238899),CYCT,BP,1,1 of 11,0.81,9.09,0.04492,0.08065
GO:0043027,cysteine-type endopeptidase inhibitor activity involved in apoptotic process,A4IF78(Evidence code:IEA/Database source:UniProtKB:O95379|ens),TNFAIP8,MF,1,1 of 11,0.81,9.09,0.04492,0.08065
GO:0071320,cellular response to cAMP,F1MXF5(Evidence code:IEA/Database source:UniProtKB:Q99996|ens),AKAP9,BP,1,1 of 11,0.81,9.09,0.04492,0.08065
GO:0032728,positive regulation of interferon-beta production,E1BJZ0(Evidence code:IEA/Database source:UniProtKB:Q9BYX4|ens),IFIH1,BP,1,1 of 11,0.81,9.09,0.04492,0.08065
GO:0045335,phagocytic vesicle,A7MAZ2(Evidence code:IEA/Database source:UniProtKB:Q86Y82|ens),STX12,CC,1,1 of 11,0.81,9.09,0.04492,0.08065
GO:0031122,cytoplasmic microtubule organization,Q3ZC66(Evidence code:ISS/Database source:UniProtKB:Q792Q4),CRIPT,BP,1,1 of 11,0.81,9.09,0.04492,0.08065
GO:2000177,regulation of neural precursor cell proliferation,E1BMT1(Evidence code:IEA/Database source:UniProtKB:Q62233|ens),SIX3,BP,1,1 of 11,0.81,9.09,0.04492,0.08065
GO:0016787,hydrolase activity,E1BAU6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378)Q29RY4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378)E1BJZ0(Evidence code:IEA/Database source:InterPro:IPR006935)A6QNQ6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378)P62958(Evidence code:ISS/Database source:UniProtKB:P49773)F1MNS5(Evidence code:IEA/Database source:InterPro:IPR001604|I)A5PJS6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0378), INPP5E ELAC1 IFIH1 RBBP8 HINT1 ENPP1 USP10,MF,7,7 of 836,5.69,0.84,0.04791,0.08292
GO:0051260,protein homooligomerization,A5D791(Evidence code:ISS/Database source:UniProtKB:Q9NZJ5)Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q60994), EIF2AK3 ADIPOQ,BP,2,2 of 88,1.63,2.27,0.04713,0.08292
GO:0007029,endoplasmic reticulum organization,Q05JF3(Evidence code:IEA/Database source:UniProtKB:O09165|ens),casq1,BP,1,1 of 12,0.81,8.33,0.04857,0.08292
GO:0050840,extracellular matrix binding,P55906(Evidence code:IEA/Database source:InterPro:IPR032954),TGFBI,MF,1,1 of 12,0.81,8.33,0.04857,0.08292
GO:0006493,protein O-linked glycosylation,E1BD99(Evidence code:IEA/Database source:UniProtKB:Q6N021|ens),TET2,BP,1,1 of 12,0.81,8.33,0.04857,0.08292
GO:1902624,positive regulation of neutrophil migration,P62326(Evidence code:IMP/Database source:),TMSB4,BP,1,1 of 12,0.81,8.33,0.04857,0.08292
GO:0000723,telomere maintenance,Q3SZL4(Evidence code:IEA/Database source:InterPro:IPR016592),NBN,BP,1,1 of 12,0.81,8.33,0.04857,0.08292
GO:0043473,pigmentation,Q3T086(Evidence code:IEA/Database source:UniProtKB:Q78XR0|ens),TRAPPC6A,BP,1,1 of 12,0.81,8.33,0.04857,0.08292
GO:0072332,intrinsic apoptotic signaling pathway by p53 class mediator,P62958(Evidence code:ISS/Database source:UniProtKB:P49773),HINT1,BP,1,1 of 12,0.81,8.33,0.04857,0.08292
GO:0017053,transcriptional repressor complex,A6QNQ6(Evidence code:IEA/Database source:UniProtKB:Q99708|ens),RBBP8,CC,1,1 of 12,0.81,8.33,0.04857,0.08292
GO:0071385,cellular response to glucocorticoid stimulus,P62326(Evidence code:IDA/Database source:),TMSB4,BP,1,1 of 12,0.81,8.33,0.04857,0.08292
GO:0032757,positive regulation of interleukin-8 production,Q3Y5Z3(Evidence code:ISS/Database source:UniProtKB:Q15848),ADIPOQ,BP,1,1 of 12,0.81,8.33,0.04857,0.08292
GO:0000014,single-stranded DNA endodeoxyribonuclease activity,A6QNQ6(Evidence code:IEA/Database source:UniProtKB:Q99708|ens),RBBP8,MF,1,1 of 12,0.81,8.33,0.04857,0.08292
GO:0050996,positive regulation of lipid catabolic process,A4FUZ9(Evidence code:IEA/Database source:UniProtKB:Q6Q788|ens),APOA5,BP,1,1 of 12,0.81,8.33,0.04857,0.08292
GO:0032947,protein-containing complex scaffold activity,F1MXF5(Evidence code:IEA/Database source:InterPro:IPR028745),AKAP9,MF,1,1 of 12,0.81,8.33,0.04857,0.08292
