GO,Function,Proteins,Gene Name,Ontology group,Count of protein,Number of proteins detected within the genome,GO frequency within the dataset (%),GO frequency within the genome (%),P-Value,P-Values_BH
GO:0070181,small ribosomal subunit rRNA binding,Q56JX8(Evidence code:IBA/Database source:PANTHER:PTN000223267),RPS13,MF,1,1 of 6,1.12,16.67,0.01928,0.0387
GO:0070131,positive regulation of mitochondrial translation,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:O35658),C1QBP,BP,1,1 of 6,1.12,16.67,0.01928,0.0387
GO:0034982,mitochondrial protein processing,Q32LL2(Evidence code:ISS/Database source:UniProtKB:Q99JB2),STOML2,BP,1,1 of 6,1.12,16.67,0.01928,0.0387
GO:0035584,calcium-mediated signaling using intracellular calcium source,Q5E9F1(Evidence code:IEA/Database source:UniProtKB:P51572|ens),BCAP31,BP,1,1 of 6,1.12,16.67,0.01928,0.0387
GO:0032689,negative regulation of interferon-gamma production,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021),C1QBP,BP,1,1 of 6,1.12,16.67,0.01928,0.0387
GO:0000036,acyl carrier activity,P52505(Evidence code:IBA/Database source:PANTHER:PTN000466551),NDUFAB1,MF,1,1 of 6,1.12,16.67,0.01928,0.0387
GO:0006103,2-oxoglutarate metabolic process,P12344(Evidence code:ISS/Database source:UniProtKB:P00508),GOT2,BP,1,1 of 6,1.12,16.67,0.01928,0.0387
GO:0050750,low-density lipoprotein particle receptor binding,Q148K7(Evidence code:IEA/Database source:InterPro:IPR010483|I),LRPAP1,MF,1,1 of 7,1.12,14.29,0.02201,0.04219
GO:0050786,RAGE receptor binding,P35466(Evidence code:IEA/Database source:UniProtKB:P26447|ens),S100A4,MF,1,1 of 7,1.12,14.29,0.02201,0.04219
GO:0000228,nuclear chromosome,Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens),H2AFY,CC,1,1 of 7,1.12,14.29,0.02201,0.04219
GO:0000793,condensed chromosome,Q2HJ65(Evidence code:IEA/Database source:UniProtKB:Q9QZQ8|ens),H2AFY,CC,1,1 of 7,1.12,14.29,0.02201,0.04219
GO:0050687,negative regulation of defense response to virus,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021),C1QBP,BP,1,1 of 7,1.12,14.29,0.02201,0.04219
GO:0070207,protein homotrimerization,Q64L89(Evidence code:ISS/Database source:UniProtKB:P08011),MGST1,BP,1,1 of 7,1.12,14.29,0.02201,0.04219
GO:0051560,mitochondrial calcium ion homeostasis,Q0VCA3(Evidence code:ISS/Database source:UniProtKB:O95202),LETM1,BP,1,1 of 7,1.12,14.29,0.02201,0.04219
GO:0002474,antigen processing and presentation of peptide antigen via MHC class I,A7YWH4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0490),BoLA,BP,1,1 of 7,1.12,14.29,0.02201,0.04219
GO:0071004,U2-type prespliceosome,A2VDN6(Evidence code:IBA/Database source:PANTHER:PTN000393333),SF3A1,CC,1,1 of 7,1.12,14.29,0.02201,0.04219
GO:0046930,pore complex,P45879(Evidence code:IEA/Database source:UniProtKB-KW:KW-0626),VDAC1,CC,1,1 of 7,1.12,14.29,0.02201,0.04219
GO:0033539,fatty acid beta-oxidation using acyl-CoA dehydrogenase,Q2TBV3(Evidence code:ISS/Database source:UniProtKB:P38117),ETFB,BP,1,1 of 7,1.12,14.29,0.02201,0.04219
GO:1900026,positive regulation of substrate adhesion-dependent cell spreading,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021),C1QBP,BP,1,1 of 7,1.12,14.29,0.02201,0.04219
GO:0000245,spliceosomal complex assembly,Q3T147(Evidence code:IEA/Database source:UniProtKB:Q13838|ens),DDX39B,BP,1,1 of 7,1.12,14.29,0.02201,0.04219
GO:0005887,integral component of plasma membrane,Q5E9F1(Evidence code:IEA/Database source:UniProtKB:P51572|ens)Q673L2(Evidence code:IBA/Database source:PANTHER:PTN001200752)Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens), BCAP31 C5AR1 PHB,CC,3,3 of 209,3.37,1.44,0.02228,0.04258
GO:0005829,cytosol,P68401(Evidence code:IEA/Database source:UniProtKB:P68402|ens)Q5E9L5(Evidence code:IBA/Database source:PANTHER:PTN000109455)Q3T0B6(Evidence code:IEA/Database source:UniProtKB:Q07021|ens)P52505(Evidence code:IBA/Database source:PANTHER:PTN000466551)Q2TBV3(Evidence code:IBA/Database source:PANTHER:PTN000480375)Q58DQ3(Evidence code:IEA/Database source:UniProtKB-SubCell:SL), PAFAH1B2 PRMT6 C1QBP NDUFAB1 ETFB RPL6,CC,6,6 of 769,6.74,0.78,0.02407,0.04507
GO:0042802,identical protein binding,P00432(Evidence code:IEA/Database source:UniProtKB:P04040|ens)P35466(Evidence code:IEA/Database source:UniProtKB:P07091|ens)Q3T147(Evidence code:IEA/Database source:UniProtKB:Q13838|ens)P00366(Evidence code:IPI/Database source:UniProtKB:P00366), CAT S100A4 DDX39B GLUD1,MF,4,4 of 379,4.49,1.06,0.02376,0.04507
GO:0031060,regulation of histone methylation,Q2HJ65(Evidence code:IBA/Database source:PANTHER:PTN000755301),H2AFY,BP,1,1 of 8,1.12,12.5,0.02472,0.04507
GO:0005540,hyaluronic acid binding,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021),C1QBP,MF,1,1 of 8,1.12,12.5,0.02472,0.04507
GO:0005687,U4 snRNP,Q3T147(Evidence code:IEA/Database source:UniProtKB:Q13838|ens),DDX39B,CC,1,1 of 8,1.12,12.5,0.02472,0.04507
GO:0019956,chemokine binding,Q6Y1E2(Evidence code:IEA/Database source:UniProtKB:Q04941|ens),PLP2,MF,1,1 of 8,1.12,12.5,0.02472,0.04507
GO:0008250,oligosaccharyltransferase complex,Q2KID7(Evidence code:IEA/Database source:UniProtKB:Q9NRP0|ens),OSTC,CC,1,1 of 8,1.12,12.5,0.02472,0.04507
GO:0016575,histone deacetylation,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens),PHB,BP,1,1 of 8,1.12,12.5,0.02472,0.04507
GO:0031690,adrenergic receptor binding,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:O35796),C1QBP,MF,1,1 of 8,1.12,12.5,0.02472,0.04507
GO:0003995,acyl-CoA dehydrogenase activity,Q3SZI8(Evidence code:IEA/Database source:InterPro:IPR006089|I),IVD,MF,1,1 of 8,1.12,12.5,0.02472,0.04507
GO:0006541,glutamine metabolic process,P00366(Evidence code:ISS/Database source:UniProtKB:P26443),GLUD1,BP,1,1 of 8,1.12,12.5,0.02472,0.04507
GO:0014065,phosphatidylinositol 3-kinase signaling,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021),C1QBP,BP,1,1 of 8,1.12,12.5,0.02472,0.04507
GO:0046326,positive regulation of glucose import,Q0VD32(Evidence code:ISS/Database source:UniProtKB:Q32M00),CREBL2,BP,1,1 of 8,1.12,12.5,0.02472,0.04507
GO:0003756,protein disulfide isomerase activity,Q3T0L2(Evidence code:IEA/Database source:UniProtKB:Q9BS26|ens),ERP44,MF,1,1 of 8,1.12,12.5,0.02472,0.04507
GO:0006631,fatty acid metabolic process,Q58DM8(Evidence code:IEA/Database source:UniProtKB-KW:KW-0276)P52505(Evidence code:IEA/Database source:UniProtKB-KW:KW-0276), ECHS1 NDUFAB1,BP,2,2 of 86,2.25,2.33,0.02542,0.04619
GO:0005528,FK506 binding,Q2YDL5(Evidence code:IBA/Database source:PANTHER:PTN000054102),FKBP11,MF,1,1 of 9,1.12,11.11,0.02743,0.04888
GO:0005686,U2 snRNP,A2VDN6(Evidence code:IEA/Database source:UniProtKB:Q15459|ens),SF3A1,CC,1,1 of 9,1.12,11.11,0.02743,0.04888
GO:0035710,"CD4-positive, alpha-beta T cell activation",Q32LL2(Evidence code:ISS/Database source:UniProtKB:Q99JB2),STOML2,BP,1,1 of 9,1.12,11.11,0.02743,0.04888
GO:0004029,aldehyde dehydrogenase (NAD) activity,P20000(Evidence code:IEA/Database source:EC:1.2.1.3),ALDH2,MF,1,1 of 9,1.12,11.11,0.02743,0.04888
GO:0032786,"positive regulation of DNA-templated transcription, elongation",Q3T147(Evidence code:ISS/Database source:UniProtKB:Q13838),DDX39B,BP,1,1 of 9,1.12,11.11,0.02743,0.04888
GO:0016239,positive regulation of macroautophagy,P68401(Evidence code:IEA/Database source:UniProtKB:P68402|ens),PAFAH1B2,BP,1,1 of 9,1.12,11.11,0.02743,0.04888
GO:0015934,large ribosomal subunit,Q5E9E6(Evidence code:IEA/Database source:InterPro:IPR002143)Q3T0S6(Evidence code:IEA/Database source:InterPro:IPR023672), RPL10A RPL8,CC,2,2 of 92,2.25,2.17,0.02871,0.05099
GO:0048025,"negative regulation of mRNA splicing, via spliceosome",Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021),C1QBP,BP,1,1 of 10,1.12,10,0.03013,0.05186
GO:0033146,regulation of intracellular estrogen receptor signaling pathway,Q1LZB0(Evidence code:ISS/Database source:UniProtKB:Q96HY6),DDRGK1,BP,1,1 of 10,1.12,10,0.03013,0.05186
GO:0030904,retromer complex,P11456(Evidence code:IEA/Database source:UniProtKB:P20645|ens),M6PR,CC,1,1 of 10,1.12,10,0.03013,0.05186
GO:0003746,translation elongation factor activity,Q5E983(Evidence code:IEA/Database source:InterPro:IPR001326|I),EEF1B,MF,1,1 of 10,1.12,10,0.03013,0.05186
GO:0035861,site of double-strand break,Q0VCA5(Evidence code:ISS/Database source:UniProtKB:Q9Y3Z3),SAMHD1,CC,1,1 of 10,1.12,10,0.03013,0.05186
GO:0006342,chromatin silencing,Q2HJ65(Evidence code:IBA/Database source:PANTHER:PTN000604564),H2AFY,BP,1,1 of 10,1.12,10,0.03013,0.05186
GO:0045745,positive regulation of G-protein coupled receptor protein signaling pathway,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens),PHB,BP,1,1 of 10,1.12,10,0.03013,0.05186
GO:0001772,immunological synapse,Q32LL2(Evidence code:ISS/Database source:UniProtKB:Q9UJZ1),STOML2,CC,1,1 of 10,1.12,10,0.03013,0.05186
GO:0045047,protein targeting to ER,Q5EA68(Evidence code:ISS/Database source:UniProtKB:P38377),SEC61A1,BP,1,1 of 10,1.12,10,0.03013,0.05186
GO:0030291,protein serine/threonine kinase inhibitor activity,Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens),H2AFY,MF,1,1 of 10,1.12,10,0.03013,0.05186
GO:0045814,"negative regulation of gene expression, epigenetic",Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens),H2AFY,BP,1,1 of 11,1.12,9.09,0.03282,0.05598
GO:0005791,rough endoplasmic reticulum,Q58DQ3(Evidence code:IEA/Database source:UniProtKB-SubCell:SL),RPL6,CC,1,1 of 11,1.12,9.09,0.03282,0.05598
GO:0050852,T cell receptor signaling pathway,Q32LL2(Evidence code:ISS/Database source:UniProtKB:Q9UJZ1),STOML2,BP,1,1 of 11,1.12,9.09,0.03282,0.05598
GO:0016607,nuclear speck,Q3T147(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)A2VDN6(Evidence code:IEA/Database source:UniProtKB:A0A024R1K8), DDX39B SF3A1,CC,2,2 of 103,2.25,1.94,0.03514,0.05974
GO:0004364,glutathione transferase activity,Q64L89(Evidence code:IEA/Database source:EC:2.5.1.18),MGST1,MF,1,1 of 12,1.12,8.33,0.03551,0.05983
GO:0007029,endoplasmic reticulum organization,Q5EA68(Evidence code:IEA/Database source:UniProtKB:P61619|ens),SEC61A1,BP,1,1 of 12,1.12,8.33,0.03551,0.05983
GO:0006536,glutamate metabolic process,P12344(Evidence code:ISS/Database source:UniProtKB:P00508),GOT2,BP,1,1 of 12,1.12,8.33,0.03551,0.05983
GO:0016740,transferase activity,Q5E9L5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)Q64L89(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)Q29RZ0(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)P12344(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808)Q29RK1(Evidence code:IEA/Database source:UniProtKB-KW:KW-0808), PRMT6 MGST1 ACAT1 GOT2 CS,MF,5,5 of 633,5.62,0.79,0.03573,0.06002
GO:0006351,"transcription, DNA-templated",Q2TBP7(Evidence code:IEA/Database source:UniProtKB-KW:KW-0804)Q5E9L5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0804)Q3T0B6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0804)Q0VD32(Evidence code:IEA/Database source:UniProtKB-KW:KW-0804), MYCBP PRMT6 C1QBP CREBL2,BP,4,4 of 435,4.49,0.92,0.03633,0.06084
GO:1901796,regulation of signal transduction by p53 class mediator,Q5E9L5(Evidence code:IEA/Database source:UniProtKB:Q6NZB1|ens),PRMT6,BP,1,1 of 13,1.12,7.69,0.03819,0.06319
GO:0000979,RNA polymerase II core promoter sequence-specific DNA binding,Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens),H2AFY,MF,1,1 of 13,1.12,7.69,0.03819,0.06319
GO:0010501,RNA secondary structure unwinding,Q3T147(Evidence code:IEA/Database source:UniProtKB:Q13838|ens),DDX39B,BP,1,1 of 13,1.12,7.69,0.03819,0.06319
GO:1902882,regulation of response to oxidative stress,Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens),H2AFY,BP,1,1 of 13,1.12,7.69,0.03819,0.06319
GO:0031492,nucleosomal DNA binding,Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens),H2AFY,MF,1,1 of 14,1.12,7.14,0.04086,0.06642
GO:0015908,fatty acid transport,P12344(Evidence code:IEA/Database source:UniProtKB:P00505|ens),GOT2,BP,1,1 of 14,1.12,7.14,0.04086,0.06642
GO:0015698,inorganic anion transport,P45879(Evidence code:IEA/Database source:GO:0008308),VDAC1,BP,1,1 of 14,1.12,7.14,0.04086,0.06642
GO:0000049,tRNA binding,O02691(Evidence code:ISS/Database source:UniProtKB:Q99714),HSD17B10,MF,1,1 of 14,1.12,7.14,0.04086,0.06642
GO:0015297,antiporter activity,Q0VCA3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0050),LETM1,MF,1,1 of 14,1.12,7.14,0.04086,0.06642
GO:0008483,transaminase activity,P12344(Evidence code:IEA/Database source:InterPro:IPR000796),GOT2,MF,1,1 of 14,1.12,7.14,0.04086,0.06642
GO:0006355,"regulation of transcription, DNA-templated",Q3T0B6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0805)Q2TBP7(Evidence code:IEA/Database source:InterPro:IPR026060)Q5E9L5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0805)Q0VD32(Evidence code:IEA/Database source:InterPro:IPR004827)Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens), C1QBP MYCBP PRMT6 CREBL2 PHB,BP,5,5 of 662,5.62,0.76,0.0418,0.06776
GO:0003682,chromatin binding,Q2HJ65(Evidence code:IEA/Database source:UniProtKB:Q9QZQ8|ens)Q5E9L5(Evidence code:IEA/Database source:UniProtKB:Q6NZB1|ens), H2AFY PRMT6,MF,2,2 of 116,2.25,1.72,0.04337,0.06953
GO:0005518,collagen binding,A6H7H3(Evidence code:IEA/Database source:UniProtKB:O70503|ens),LOC789567,MF,1,1 of 15,1.12,6.67,0.04352,0.06953
GO:0005684,U2-type spliceosomal complex,A2VDN6(Evidence code:ISS/Database source:UniProtKB:Q15459),SF3A1,CC,1,1 of 15,1.12,6.67,0.04352,0.06953
GO:0006958,"complement activation, classical pathway",Q3T0B6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0180),C1QBP,BP,1,1 of 15,1.12,6.67,0.04352,0.06953
GO:0042054,histone methyltransferase activity,Q5E9L5(Evidence code:ISS/Database source:UniProtKB:Q96LA8),PRMT6,MF,1,1 of 15,1.12,6.67,0.04352,0.06953
GO:0006520,cellular amino acid metabolic process,P00366(Evidence code:IEA/Database source:InterPro:IPR006095|I)P12344(Evidence code:IEA/Database source:InterPro:IPR000796), GLUD1 GOT2,BP,2,2 of 118,2.25,1.69,0.0447,0.07121
GO:0005504,fatty acid binding,P52505(Evidence code:IDA/Database source:),NDUFAB1,MF,1,1 of 16,1.12,6.25,0.04618,0.07232
GO:0043621,protein self-association,A6QQR5(Evidence code:IEA/Database source:UniProtKB:Q9DBS1|ens),TMEM43,MF,1,1 of 16,1.12,6.25,0.04618,0.07232
GO:0019897,extrinsic component of plasma membrane,Q32LL2(Evidence code:ISS/Database source:UniProtKB:Q9UJZ1),STOML2,CC,1,1 of 16,1.12,6.25,0.04618,0.07232
GO:0071897,DNA biosynthetic process,Q3T165(Evidence code:IEA/Database source:UniProtKB-KW:KW-0237),PHB,BP,1,1 of 16,1.12,6.25,0.04618,0.07232
GO:0005778,peroxisomal membrane,P00432(Evidence code:IEA/Database source:UniProtKB:P24270|ens),CAT,CC,1,1 of 16,1.12,6.25,0.04618,0.07232
GO:0006094,gluconeogenesis,F1MDS3(Evidence code:IEA/Database source:InterPro:IPR008209|I),PCK2,BP,1,1 of 16,1.12,6.25,0.04618,0.07232
GO:0043065,positive regulation of apoptotic process,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021)Q5E9M1(Evidence code:IEA/Database source:UniProtKB:O75915|ens), C1QBP ARL6IP5,BP,2,2 of 121,2.25,1.65,0.04671,0.07295
GO:0009100,glycoprotein metabolic process,Q3T0L2(Evidence code:IEA/Database source:UniProtKB:Q9BS26|ens),ERP44,BP,1,1 of 17,1.12,5.88,0.04882,0.07377
GO:0045600,positive regulation of fat cell differentiation,Q0VD32(Evidence code:ISS/Database source:UniProtKB:Q32M00),CREBL2,BP,1,1 of 17,1.12,5.88,0.04882,0.07377
GO:0008186,RNA-dependent ATPase activity,Q3T147(Evidence code:IEA/Database source:UniProtKB:Q13838|ens),DDX39B,MF,1,1 of 17,1.12,5.88,0.04882,0.07377
GO:0002526,acute inflammatory response,Q6QUN5(Evidence code:IEA/Database source:InterPro:IPR039141),TREM1,BP,1,1 of 17,1.12,5.88,0.04882,0.07377
GO:0042542,response to hydrogen peroxide,P00432(Evidence code:IBA/Database source:PANTHER:PTN000157250),CAT,BP,1,1 of 17,1.12,5.88,0.04882,0.07377
GO:0006406,mRNA export from nucleus,Q3T147(Evidence code:ISS/Database source:UniProtKB:Q13838),DDX39B,BP,1,1 of 17,1.12,5.88,0.04882,0.07377
GO:0006986,response to unfolded protein,Q3T0L2(Evidence code:IEA/Database source:UniProtKB:Q9BS26|ens),ERP44,BP,1,1 of 17,1.12,5.88,0.04882,0.07377
GO:0005637,nuclear inner membrane,A6QQR5(Evidence code:IEA/Database source:UniProtKB:Q9DBS1|ens),TMEM43,CC,1,1 of 17,1.12,5.88,0.04882,0.07377
GO:0019905,syntaxin binding,Q3T133(Evidence code:IEA/Database source:UniProtKB:Q9BVK6|ens),TMED9,MF,1,1 of 17,1.12,5.88,0.04882,0.07377
GO:0030593,neutrophil chemotaxis,Q673L2(Evidence code:IEA/Database source:UniProtKB:P30993|ens),C5AR1,BP,1,1 of 17,1.12,5.88,0.04882,0.07377
GO:0004004,ATP-dependent RNA helicase activity,Q3T147(Evidence code:IEA/Database source:UniProtKB:Q13838|ens),DDX39B,MF,1,1 of 17,1.12,5.88,0.04882,0.07377
GO:0010811,positive regulation of cell-substrate adhesion,A6H7H3(Evidence code:IEA/Database source:UniProtKB:O70503|ens),LOC789567,BP,1,1 of 17,1.12,5.88,0.04882,0.07377
GO:0050661,NADP binding,P00432(Evidence code:IEA/Database source:UniProtKB:P04040|ens),CAT,MF,1,1 of 18,1.12,5.56,0.05146,0.07671
GO:0032088,negative regulation of NF-kappaB transcription factor activity,P00432(Evidence code:IEA/Database source:UniProtKB:P24270|ens),CAT,BP,1,1 of 18,1.12,5.56,0.05146,0.07671
GO:0070373,negative regulation of ERK1 and ERK2 cascade,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens),PHB,BP,1,1 of 18,1.12,5.56,0.05146,0.07671
GO:0014068,positive regulation of phosphatidylinositol 3-kinase signaling,P00432(Evidence code:IEA/Database source:UniProtKB:P24270|ens),CAT,BP,1,1 of 18,1.12,5.56,0.05146,0.07671
GO:0006641,triglyceride metabolic process,P00432(Evidence code:IEA/Database source:UniProtKB:P24270|ens),CAT,BP,1,1 of 18,1.12,5.56,0.05146,0.07671
GO:0045087,innate immune response,Q0VCA5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0399)Q3T0B6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0399), SAMHD1 C1QBP,BP,2,2 of 131,2.25,1.53,0.05366,0.07874
GO:0004601,peroxidase activity,P00432(Evidence code:IEA/Database source:UniProtKB-KW:KW-0575),CAT,MF,1,1 of 19,1.12,5.26,0.0541,0.07874
GO:0008009,chemokine activity,Q2KIE5(Evidence code:IEA/Database source:InterPro:IPR001089|I),CXCL2,MF,1,1 of 19,1.12,5.26,0.0541,0.07874
GO:0045177,apical part of cell,Q673L2(Evidence code:IEA/Database source:UniProtKB:P21730|ens),C5AR1,CC,1,1 of 19,1.12,5.26,0.0541,0.07874
GO:0019882,antigen processing and presentation,A7YWH4(Evidence code:IEA/Database source:InterPro:IPR010579),BoLA,BP,1,1 of 19,1.12,5.26,0.0541,0.07874
GO:0006909,phagocytosis,O77775(Evidence code:IEA/Database source:InterPro:IPR034889),NCF2,BP,1,1 of 19,1.12,5.26,0.0541,0.07874
GO:2001244,positive regulation of intrinsic apoptotic signaling pathway,Q5E9F1(Evidence code:IEA/Database source:UniProtKB:P51572|ens),BCAP31,BP,1,1 of 19,1.12,5.26,0.0541,0.07874
GO:0042645,mitochondrial nucleoid,Q5E9X4(Evidence code:IEA/Database source:UniProtKB:Q96AG4|ens),LRRC59,CC,1,1 of 19,1.12,5.26,0.0541,0.07874
GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",P20000(Evidence code:IEA/Database source:InterPro:IPR016163),ALDH2,MF,1,1 of 19,1.12,5.26,0.0541,0.07874
GO:0044212,transcription regulatory region DNA binding,Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens)Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens), H2AFY PHB,MF,2,2 of 133,2.25,1.5,0.05509,0.07997
GO:0005811,lipid droplet,Q5E9F1(Evidence code:IEA/Database source:UniProtKB:P51572|ens),BCAP31,CC,1,1 of 20,1.12,5,0.05672,0.0815
GO:0000724,double-strand break repair via homologous recombination,Q0VCA5(Evidence code:ISS/Database source:UniProtKB:Q9Y3Z3),SAMHD1,BP,1,1 of 20,1.12,5,0.05672,0.0815
GO:0042826,histone deacetylase binding,Q3T165(Evidence code:IEA/Database source:UniProtKB:P35232|ens),PHB,MF,1,1 of 20,1.12,5,0.05672,0.0815
GO:0016571,histone methylation,Q5E9L5(Evidence code:IEA/Database source:UniProtKB:Q96LA8|ens),PRMT6,BP,1,1 of 20,1.12,5,0.05672,0.0815
GO:0006281,DNA repair,Q5E9L5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0234)Q0VCA5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0234), PRMT6 SAMHD1,BP,2,2 of 136,2.25,1.47,0.05726,0.08205
GO:0051897,positive regulation of protein kinase B signaling,Q3T0B6(Evidence code:ISS/Database source:UniProtKB:Q07021),C1QBP,BP,1,1 of 21,1.12,4.76,0.05934,0.08353
GO:0040029,"regulation of gene expression, epigenetic",Q2HJ65(Evidence code:IEA/Database source:UniProtKB:O75367|ens),H2AFY,BP,1,1 of 21,1.12,4.76,0.05934,0.08353
GO:1901800,positive regulation of proteasomal protein catabolic process,Q1LZB0(Evidence code:ISS/Database source:UniProtKB:Q96HY6),DDRGK1,BP,1,1 of 21,1.12,4.76,0.05934,0.08353
GO:0016684,"oxidoreductase activity, acting on peroxide as acceptor",P00432(Evidence code:IEA/Database source:UniProtKB:P24270|ens),CAT,MF,1,1 of 21,1.12,4.76,0.05934,0.08353
GO:0001650,fibrillar center,P68401(Evidence code:IEA/Database source:UniProtKB:P68402|ens),PAFAH1B2,CC,1,1 of 21,1.12,4.76,0.05934,0.08353
GO:0032874,positive regulation of stress-activated MAPK cascade,Q5E9M1(Evidence code:IEA/Database source:UniProtKB:O75915|ens),ARL6IP5,BP,1,1 of 21,1.12,4.76,0.05934,0.08353
GO:0000381,"regulation of alternative mRNA splicing, via spliceosome",A2VDN6(Evidence code:IBA/Database source:PANTHER:PTN000393333),SF3A1,BP,1,1 of 21,1.12,4.76,0.05934,0.08353
GO:0007200,phospholipase C-activating G-protein coupled receptor signaling pathway,Q673L2(Evidence code:IBA/Database source:PANTHER:PTN001200752),C5AR1,BP,1,1 of 22,1.12,4.55,0.06195,0.08655
GO:0010469,regulation of signaling receptor activity,Q2KIE5(Evidence code:IEA/Database source:GO:0005125),CXCL2,BP,1,1 of 22,1.12,4.55,0.06195,0.08655
GO:0003697,single-stranded DNA binding,Q0VCA5(Evidence code:ISS/Database source:UniProtKB:Q9Y3Z3),SAMHD1,MF,1,1 of 22,1.12,4.55,0.06195,0.08655
GO:0003676,nucleic acid binding,Q0VCA5(Evidence code:ISS/Database source:UniProtKB:Q9Y3Z3)Q3ZC44(Evidence code:IEA/Database source:InterPro:IPR000504|I)Q3T147(Evidence code:IEA/Database source:InterPro:IPR011545)F1MXI4(Evidence code:IEA/Database source:InterPro:IPR000504|I)P09867(Evidence code:IEA/Database source:InterPro:IPR000504|I)Q3SZF3(Evidence code:IEA/Database source:InterPro:IPR000504|I), SAMHD1 HNRNPAB DDX39B MATR3 HNRNPA1 HNRNPH2,MF,6,6 of 989,6.74,0.61,0.0646,0.08958
GO:0015629,actin cytoskeleton,Q32LL2(Evidence code:ISS/Database source:UniProtKB:Q9UJZ1),STOML2,CC,1,1 of 23,1.12,4.35,0.06456,0.08958
GO:0007030,Golgi organization,Q3T133(Evidence code:ISS/Database source:UniProtKB:Q9BVK6),TMED9,BP,1,1 of 23,1.12,4.35,0.06456,0.08958
GO:0006629,lipid metabolic process,P68401(Evidence code:IEA/Database source:UniProtKB-KW:KW-0443)P52505(Evidence code:IEA/Database source:UniProtKB-KW:KW-0443)Q58DM8(Evidence code:IEA/Database source:UniProtKB-KW:KW-0443), PAFAH1B2 NDUFAB1 ECHS1,BP,3,3 of 325,3.37,0.92,0.06536,0.0904
GO:0006325,chromatin organization,Q2HJ65(Evidence code:IEA/Database source:UniProtKB-KW:KW-0156)Q5E9L5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0156), H2AFY PRMT6,BP,2,2 of 148,2.25,1.35,0.06622,0.09136
GO:0003755,peptidyl-prolyl cis-trans isomerase activity,Q2YDL5(Evidence code:IEA/Database source:EC:5.2.1.8),FKBP11,MF,1,1 of 24,1.12,4.17,0.06715,0.09196
GO:0098656,anion transmembrane transport,P45879(Evidence code:IEA/Database source:InterPro:IPR001925),VDAC1,BP,1,1 of 24,1.12,4.17,0.06715,0.09196
GO:0030117,membrane coat,Q0V888(Evidence code:IEA/Database source:InterPro:IPR002553),COPG,CC,1,1 of 24,1.12,4.17,0.06715,0.09196
GO:0002376,immune system process,Q0VCA5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0391)A7YWH4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0391)Q3T0B6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0391), SAMHD1 BoLA C1QBP,BP,3,3 of 334,3.37,0.9,0.06962,0.09458
GO:0006101,citrate metabolic process,Q29RK1(Evidence code:IEA/Database source:InterPro:IPR010109),CS,BP,1,1 of 25,1.12,4,0.06974,0.09458
