GO,Function,Proteins,Gene Name,Ontology group,Count of protein,Number of proteins detected within the genome,GO frequency within the dataset (%),GO frequency within the genome (%),P-Value,P-Values_BH
GO:0071283,cellular response to iron(III) ion,P01888(Evidence code:IEA/Database source:UniProtKB:P01887|ens),B2M,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0031715,C5L2 anaphylatoxin chemotactic receptor binding,Q2UVX4(Evidence code:ISS/Database source:UniProtKB:P01024),C3,MF,1,1 of 1,0.99,100,0.006284,0.01929
GO:2000184,positive regulation of progesterone biosynthetic process,P02662(Evidence code:IMP/Database source:),CSN1S1,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:1903589,positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis,Q9MZ06(Evidence code:IEA/Database source:UniProtKB:Q14512|ens),FGFBP1,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0051838,cytolysis by host of symbiont cells,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens),F2,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0034191,apolipoprotein A-I receptor binding,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,MF,1,1 of 1,0.99,100,0.006284,0.01929
GO:1990712,HFE-transferrin receptor complex,P01888(Evidence code:IEA/Database source:UniProtKB:P61769|ens),B2M,CC,1,1 of 1,0.99,100,0.006284,0.01929
GO:0003094,glomerular filtration,Q3SYR8(Evidence code:IEA/Database source:UniProtKB:P01591|ens),IGJ,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0051787,misfolded protein binding,P17697(Evidence code:ISS/Database source:UniProtKB:P10909),CLU,MF,1,1 of 1,0.99,100,0.006284,0.01929
GO:0032367,intracellular cholesterol transport,P79345(Evidence code:IEA/Database source:InterPro:IPR033916),NPC2,BP,1,1 of 1,0.99,100,0.006284,0.01929
GO:0006898,receptor-mediated endocytosis,F1N514(Evidence code:IEA/Database source:GO:0005044)Q32PI4(Evidence code:IEA/Database source:GO:0005044), CD5L CFI,BP,2,2 of 36,1.98,5.56,0.006511,0.01989
GO:0016323,basolateral plasma membrane,P80025(Evidence code:IEA/Database source:UniProtKB:P22079|ens)P08037(Evidence code:ISS/Database source:UniProtKB:P15291), LPO B4GALT1,CC,2,2 of 41,1.98,4.88,0.008276,0.02297
GO:0008360,regulation of cell shape,P07589(Evidence code:IEA/Database source:UniProtKB-KW:KW-0133)P00735(Evidence code:IEA/Database source:UniProtKB:P19221|ens), FN1 F2,BP,2,2 of 43,1.98,4.65,0.009035,0.02297
GO:0050880,regulation of blood vessel size,P01044(Evidence code:IEA/Database source:UniProtKB-KW:KW-0838)P01045(Evidence code:IEA/Database source:UniProtKB-KW:KW-0838), KNG1 KNG2,BP,2,2 of 43,1.98,4.65,0.009035,0.02297
GO:0006633,fatty acid biosynthetic process,P11151(Evidence code:IEA/Database source:UniProtKB:P06858|ens)O02853(Evidence code:IEA/Database source:UniProtKB-KW:KW-0275), LPL PTGDS,BP,2,2 of 44,1.98,4.55,0.009425,0.02297
GO:0007341,penetration of zona pellucida,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0001652,granular component,Q2KIS7(Evidence code:ISS/Database source:UniProtKB:P05452),CLEC3B,CC,1,1 of 2,0.99,50,0.009411,0.02297
GO:0071636,positive regulation of transforming growth factor beta production,P28800(Evidence code:IEA/Database source:UniProtKB:P08697|ens),SERPINF2,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0036374,glutathione hydrolase activity,G3N2D8(Evidence code:IEA/Database source:InterPro:IPR000101),GGT1,MF,1,1 of 2,0.99,50,0.009411,0.02297
GO:0009115,xanthine catabolic process,P80457(Evidence code:ISS/Database source:UniProtKB:P22985),XDH,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0015884,folic acid transport,P02702(Evidence code:ISS/Database source:UniProtKB:P15328),FOLR1,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:1900738,positive regulation of phospholipase C-activating G-protein coupled receptor signaling pathway,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens),F2,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0035461,vitamin transmembrane transport,Q3MHN5(Evidence code:IEA/Database source:GO:0090482),GC,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0004854,xanthine dehydrogenase activity,P80457(Evidence code:IEA/Database source:InterPro:IPR014307),XDH,MF,1,1 of 2,0.99,50,0.009411,0.02297
GO:0042125,protein galactosylation,P08037(Evidence code:IDA/Database source:),B4GALT1,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0045187,"regulation of circadian sleep/wake cycle, sleep",O02853(Evidence code:ISS/Database source:UniProtKB:O09114),PTGDS,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0010641,positive regulation of platelet-derived growth factor receptor signaling pathway,P30931(Evidence code:ISS/Database source:UniProtKB:P13726),F3,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0060742,epithelial cell differentiation involved in prostate gland development,P26779(Evidence code:IBA/Database source:PANTHER:PTN000159338),PSAP,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0003831,"beta-N-acetylglucosaminylglycopeptide beta-1,4-galactosyltransferase activity",P08037(Evidence code:IEA/Database source:EC:2.4.1.38),B4GALT1,MF,1,1 of 2,0.99,50,0.009411,0.02297
GO:0010756,positive regulation of plasminogen activation,Q2KIS7(Evidence code:ISS/Database source:UniProtKB:P43025),CLEC3B,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0043546,molybdopterin cofactor binding,P80457(Evidence code:IEA/Database source:InterPro:IPR022407),XDH,MF,1,1 of 2,0.99,50,0.009411,0.02297
GO:0034185,apolipoprotein binding,P11151(Evidence code:IEA/Database source:UniProtKB:P06858|ens),LPL,MF,1,1 of 2,0.99,50,0.009411,0.02297
GO:0015232,heme transporter activity,Q3SZV7(Evidence code:IEA/Database source:InterPro:IPR016358),HPX,MF,1,1 of 2,0.99,50,0.009411,0.02297
GO:0019959,interleukin-8 binding,Q7SIH1(Evidence code:IEA/Database source:UniProtKB:P01023|ens),A2M,MF,1,1 of 2,0.99,50,0.009411,0.02297
GO:0032366,intracellular sterol transport,P79345(Evidence code:IEA/Database source:UniProtKB:P61916|ens),NPC2,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0090197,positive regulation of chemokine secretion,P11151(Evidence code:IEA/Database source:UniProtKB:P06858|ens),LPL,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0070168,negative regulation of biomineral tissue development,P12763(Evidence code:IBA/Database source:PANTHER:PTN000352259),AHSG,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0090050,positive regulation of cell migration involved in sprouting angiogenesis,Q9MZ06(Evidence code:IEA/Database source:UniProtKB:Q14512|ens),FGFBP1,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0034190,apolipoprotein receptor binding,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,MF,1,1 of 2,0.99,50,0.009411,0.02297
GO:0004450,isocitrate dehydrogenase (NADP+) activity,Q9XSG3(Evidence code:IEA/Database source:InterPro:IPR004790),IDH1,MF,1,1 of 2,0.99,50,0.009411,0.02297
GO:0016010,dystrophin-associated glycoprotein complex,O18738(Evidence code:IEA/Database source:InterPro:IPR008465),DAG1,CC,1,1 of 2,0.99,50,0.009411,0.02297
GO:0032489,regulation of Cdc42 protein signal transduction,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0071727,cellular response to triacyl bacterial lipopeptide,Q95122(Evidence code:ISS/Database source:UniProtKB:P08571),CD14,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0060058,positive regulation of apoptotic process involved in mammary gland involution,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0019966,interleukin-1 binding,Q7SIH1(Evidence code:IEA/Database source:UniProtKB:P01023|ens),A2M,MF,1,1 of 2,0.99,50,0.009411,0.02297
GO:0019885,antigen processing and presentation of endogenous peptide antigen via MHC class I,P01888(Evidence code:IEA/Database source:UniProtKB:P61769|ens),B2M,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0030879,mammary gland development,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0005542,folic acid binding,P02702(Evidence code:IEA/Database source:InterPro:IPR032935),FOLR1,MF,1,1 of 2,0.99,50,0.009411,0.02297
GO:1902732,positive regulation of chondrocyte proliferation,P24627(Evidence code:ISS/Database source:UniProtKB:P02788),LTF,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0000138,Golgi trans cisterna,P08037(Evidence code:ISS/Database source:UniProtKB:P15291),B4GALT1,CC,1,1 of 2,0.99,50,0.009411,0.02297
GO:2000255,negative regulation of male germ cell proliferation,O02853(Evidence code:IEA/Database source:UniProtKB:O09114|ens),PTGDS,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0015643,toxic substance binding,P02769(Evidence code:ISS/Database source:UniProtKB:P02768),ALB,MF,1,1 of 2,0.99,50,0.009411,0.02297
GO:1990000,amyloid fibril formation,P26201(Evidence code:ISS/Database source:UniProtKB:Q08857),CD36,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0070327,thyroid hormone transport,O46375(Evidence code:IEA/Database source:InterPro:IPR030178),TTR,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0016018,cyclosporin A binding,P62935(Evidence code:ISS/Database source:UniProtKB:P62937),PPIA,MF,1,1 of 2,0.99,50,0.009411,0.02297
GO:0044279,other organism membrane,Q3MHN2(Evidence code:IEA/Database source:UniProtKB-KW:KW-1053),C9,CC,1,1 of 2,0.99,50,0.009411,0.02297
GO:0034197,triglyceride transport,P26201(Evidence code:ISS/Database source:UniProtKB:Q08857),CD36,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0006097,glyoxylate cycle,Q9XSG3(Evidence code:IEA/Database source:UniProtKB-KW:KW-0329),IDH1,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0015886,heme transport,Q3SZV7(Evidence code:IEA/Database source:InterPro:IPR016358),HPX,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:1900229,negative regulation of single-species biofilm formation in or on host organism,P24627(Evidence code:ISS/Database source:UniProtKB:P02788),LTF,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0036143,kringle domain binding,Q2KIS7(Evidence code:IEA/Database source:UniProtKB:P05452|ens),CLEC3B,MF,1,1 of 2,0.99,50,0.009411,0.02297
GO:0030492,hemoglobin binding,Q2TBU0(Evidence code:IEA/Database source:UniProtKB-KW:KW-0351),HP,MF,1,1 of 2,0.99,50,0.009411,0.02297
GO:0004673,protein histidine kinase activity,Q3T0Q4(Evidence code:IEA/Database source:EC:2.7.13.3),NME2,MF,1,1 of 2,0.99,50,0.009411,0.02297
GO:0071281,cellular response to iron ion,P01888(Evidence code:IEA/Database source:UniProtKB:P61769|ens),B2M,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0003945,N-acetyllactosamine synthase activity,P08037(Evidence code:IEA/Database source:EC:2.4.1.90),B4GALT1,MF,1,1 of 2,0.99,50,0.009411,0.02297
GO:0048712,negative regulation of astrocyte differentiation,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens),F2,BP,1,1 of 2,0.99,50,0.009411,0.02297
GO:0016045,detection of bacterium,Q8SPP7(Evidence code:IEA/Database source:UniProtKB:O75594|ens),PGLYRP1,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0042581,specific granule,P24627(Evidence code:ISS/Database source:UniProtKB:P02788),LTF,CC,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0043120,tumor necrosis factor binding,Q7SIH1(Evidence code:IEA/Database source:UniProtKB:P01023|ens),A2M,MF,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0002227,innate immune response in mucosa,P24627(Evidence code:ISS/Database source:UniProtKB:P02788),LTF,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0070653,high-density lipoprotein particle receptor binding,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,MF,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0051788,response to misfolded protein,P17697(Evidence code:ISS/Database source:UniProtKB:P10909),CLU,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0010903,negative regulation of very-low-density lipoprotein particle remodeling,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:2000060,positive regulation of ubiquitin-dependent protein catabolic process,P17697(Evidence code:ISS/Database source:UniProtKB:P10909),CLU,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0031545,peptidyl-proline 4-dioxygenase activity,P05307(Evidence code:IBA/Database source:PANTHER:PTN001053176),P4HB,MF,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:1900121,negative regulation of receptor binding,P01888(Evidence code:IEA/Database source:UniProtKB:P61769|ens),B2M,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0072606,interleukin-8 secretion,P30922(Evidence code:ISS/Database source:UniProtKB:Q61362),CHI3L1,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:1900122,positive regulation of receptor binding,P01888(Evidence code:IEA/Database source:UniProtKB:P61769|ens),B2M,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0002281,macrophage activation involved in immune response,Q2TBI0(Evidence code:ISS/Database source:UniProtKB:P18428),LBP,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0051918,negative regulation of fibrinolysis,P28800(Evidence code:IEA/Database source:InterPro:IPR033833),SERPINF2,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0030970,"retrograde protein transport, ER to cytosol",Q3MHX6(Evidence code:IBA/Database source:PANTHER:PTN000395729),OS9,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0070324,thyroid hormone binding,O46375(Evidence code:IEA/Database source:InterPro:IPR030178),TTR,MF,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0006102,isocitrate metabolic process,Q9XSG3(Evidence code:IEA/Database source:InterPro:IPR004790),IDH1,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0004656,procollagen-proline 4-dioxygenase activity,P05307(Evidence code:ISS/Database source:UniProtKB:P07237),P4HB,MF,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0010757,negative regulation of plasminogen activation,P28800(Evidence code:IEA/Database source:UniProtKB:P08697|ens),SERPINF2,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0065010,extracellular membrane-bounded organelle,P12763(Evidence code:IDA/Database source:),AHSG,CC,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:1900227,positive regulation of NLRP3 inflammasome complex assembly,P26201(Evidence code:ISS/Database source:UniProtKB:Q08857),CD36,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0006656,phosphatidylcholine biosynthetic process,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0004322,ferroxidase activity,Q32P72(Evidence code:IEA/Database source:InterPro:IPR027150),CP,MF,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0034363,intermediate-density lipoprotein particle,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439007),APOE,CC,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0019870,potassium channel inhibitor activity,P02666(Evidence code:IDA/Database source:),CSN2,MF,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0050713,negative regulation of interleukin-1 beta secretion,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0051000,positive regulation of nitric-oxide synthase activity,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439007),APOE,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0034145,positive regulation of toll-like receptor 4 signaling pathway,P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens),LTF,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0006621,protein retention in ER lumen,Q3MHX6(Evidence code:ISS/Database source:UniProtKB:Q13438),OS9,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0030151,molybdenum ion binding,P80457(Evidence code:IDA/Database source:),XDH,MF,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0001533,cornified envelope,G3N0V2(Evidence code:IEA/Database source:UniProtKB:P04264|ens),KRT1,CC,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0006825,copper ion transport,Q32P72(Evidence code:IEA/Database source:InterPro:IPR027150),CP,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0046696,lipopolysaccharide receptor complex,Q95122(Evidence code:ISS/Database source:UniProtKB:P08571),CD14,CC,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:1905286,serine-type peptidase complex,P30931(Evidence code:IEA/Database source:UniProtKB:P13726|ens),F3,CC,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0045780,positive regulation of bone resorption,P31096(Evidence code:IBA/Database source:PANTHER:PTN001635232),SPP1,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0006751,glutathione catabolic process,G3N2D8(Evidence code:IEA/Database source:InterPro:IPR000101),GGT1,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0008035,high-density lipoprotein particle binding,P15497(Evidence code:IEA/Database source:UniProtKB:Q00623|ens),APOA1,MF,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0018206,peptidyl-methionine modification,P15497(Evidence code:ISS/Database source:UniProtKB:P02647),APOA1,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0005499,vitamin D binding,Q3MHN5(Evidence code:IEA/Database source:InterPro:IPR000213),GC,MF,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0042159,lipoprotein catabolic process,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439007),APOE,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0019732,antifungal humoral response,P24627(Evidence code:IEA/Database source:InterPro:IPR030684),LTF,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0007250,activation of NF-kappaB-inducing kinase activity,P30922(Evidence code:ISS/Database source:UniProtKB:Q61362),CHI3L1,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0030325,adrenal gland development,P15497(Evidence code:IEA/Database source:UniProtKB:Q00623|ens),APOA1,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:2001205,negative regulation of osteoclast development,P24627(Evidence code:IDA/Database source:),LTF,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0002925,positive regulation of humoral immune response mediated by circulating immunoglobulin,Q3SZV7(Evidence code:IEA/Database source:UniProtKB:Q91X72|ens),HPX,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0010886,positive regulation of cholesterol storage,P11151(Evidence code:IEA/Database source:UniProtKB:P06858|ens),LPL,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0006707,cholesterol catabolic process,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439007),APOE,BP,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0035267,NuA4 histone acetyltransferase complex,P60712(Evidence code:ISS/Database source:UniProtKB:P60709),ACTB,CC,1,1 of 3,0.99,33.33,0.01253,0.02596
GO:0005634,nucleus,A6H7B5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0539)Q3T0Q4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0539)Q8WML4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0539)O02853(Evidence code:IEA/Database source:UniProtKB-KW:KW-0539)O18738(Evidence code:IEA/Database source:UniProtKB-KW:KW-0539)P62935(Evidence code:ISS/Database source:UniProtKB:P62937)Q0IIH5(Evidence code:IEA/Database source:UniProtKB:P81117|ens)P17697(Evidence code:IEA/Database source:UniProtKB-KW:KW-0539)P60712(Evidence code:ISS/Database source:UniProtKB:P60709), COPS3 NME2 MUC1 PTGDS DAG1 PPIA NUCB2 CLU ACTB,CC,9,9 of 1172,8.91,0.77,0.01563,0.03013
GO:0005506,iron ion binding,P24627(Evidence code:IEA/Database source:InterPro:IPR030684)P80457(Evidence code:IEA/Database source:InterPro:IPR016208), LTF XDH,MF,2,2 of 57,1.98,3.51,0.01516,0.03013
GO:0032463,negative regulation of protein homooligomerization,P17697(Evidence code:ISS/Database source:UniProtKB:P10909),CLU,BP,1,1 of 4,0.99,25,0.01564,0.03013
GO:0050919,negative chemotaxis,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,BP,1,1 of 4,0.99,25,0.01564,0.03013
GO:0097433,dense body,P60712(Evidence code:ISS/Database source:UniProtKB:P60706),ACTB,CC,1,1 of 4,0.99,25,0.01564,0.03013
GO:0019432,triglyceride biosynthetic process,P11151(Evidence code:ISS/Database source:UniProtKB:P06858),LPL,BP,1,1 of 4,0.99,25,0.01564,0.03013
GO:0002740,negative regulation of cytokine secretion involved in immune response,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,BP,1,1 of 4,0.99,25,0.01564,0.03013
GO:1903488,negative regulation of lactation,P02666(Evidence code:IDA/Database source:),CSN2,BP,1,1 of 4,0.99,25,0.01564,0.03013
GO:0000338,protein deneddylation,A6H7B5(Evidence code:IEA/Database source:UniProtKB:Q9UNS2|ens),COPS3,BP,1,1 of 4,0.99,25,0.01564,0.03013
GO:0010744,positive regulation of macrophage derived foam cell differentiation,P11151(Evidence code:IEA/Database source:UniProtKB:P11152|ens),LPL,BP,1,1 of 4,0.99,25,0.01564,0.03013
GO:0006032,chitin catabolic process,P30922(Evidence code:IBA/Database source:PANTHER:PTN000126614),CHI3L1,BP,1,1 of 4,0.99,25,0.01564,0.03013
GO:0043534,blood vessel endothelial cell migration,P15497(Evidence code:IEA/Database source:UniProtKB:Q00623|ens),APOA1,BP,1,1 of 4,0.99,25,0.01564,0.03013
GO:0045136,development of secondary sexual characteristics,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 4,0.99,25,0.01564,0.03013
GO:1900016,negative regulation of cytokine production involved in inflammatory response,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens),F2,BP,1,1 of 4,0.99,25,0.01564,0.03013
GO:0042612,MHC class I protein complex,P01888(Evidence code:IEA/Database source:InterPro:IPR015707),B2M,CC,1,1 of 4,0.99,25,0.01564,0.03013
GO:0035437,maintenance of protein localization in endoplasmic reticulum,Q0VCX2(Evidence code:ISS/Database source:UniProtKB:P11021),HSPA5,BP,1,1 of 4,0.99,25,0.01564,0.03013
GO:0034375,high-density lipoprotein particle remodeling,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,BP,1,1 of 4,0.99,25,0.01564,0.03013
GO:0018158,protein oxidation,P15497(Evidence code:ISS/Database source:UniProtKB:P02647),APOA1,BP,1,1 of 4,0.99,25,0.01564,0.03013
GO:0006228,UTP biosynthetic process,Q3T0Q4(Evidence code:IEA/Database source:InterPro:IPR001564),NME2,BP,1,1 of 4,0.99,25,0.01564,0.03013
GO:0004568,chitinase activity,P30922(Evidence code:IBA/Database source:PANTHER:PTN000126614),CHI3L1,MF,1,1 of 4,0.99,25,0.01564,0.03013
GO:0033077,T cell differentiation in thymus,P01888(Evidence code:IEA/Database source:UniProtKB:P01887|ens),B2M,BP,1,1 of 4,0.99,25,0.01564,0.03013
GO:0060055,angiogenesis involved in wound healing,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 4,0.99,25,0.01564,0.03013
GO:0034115,negative regulation of heterotypic cell-cell adhesion,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens),APOA1,BP,1,1 of 4,0.99,25,0.01564,0.03013
GO:0090218,positive regulation of lipid kinase activity,P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens),F2,BP,1,1 of 4,0.99,25,0.01564,0.03013
GO:0008202,steroid metabolic process,P15497(Evidence code:IEA/Database source:UniProtKB-KW:KW-0753)P79345(Evidence code:IEA/Database source:UniProtKB-KW:KW-0753), APOA1 NPC2,BP,2,2 of 59,1.98,3.39,0.01615,0.03103
GO:0005856,cytoskeleton,O18738(Evidence code:IEA/Database source:UniProtKB-KW:KW-0206)Q3SX14(Evidence code:IEA/Database source:UniProtKB-KW:KW-0206)P60712(Evidence code:ISS/Database source:UniProtKB:P60706), DAG1 GSN ACTB,CC,3,3 of 165,2.97,1.82,0.01678,0.03215
GO:0046718,viral entry into host cell,P07688(Evidence code:IEA/Database source:UniProtKB:P10605|ens),CTSB,BP,1,1 of 5,0.99,20,0.01873,0.03384
GO:0060349,bone morphogenesis,P24627(Evidence code:ISS/Database source:UniProtKB:P02788),LTF,BP,1,1 of 5,0.99,20,0.01873,0.03384
GO:0046697,decidualization,P07688(Evidence code:IEA/Database source:UniProtKB:P10605|ens),CTSB,BP,1,1 of 5,0.99,20,0.01873,0.03384
GO:0006012,galactose metabolic process,P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens),B4GALT1,BP,1,1 of 5,0.99,20,0.01873,0.03384
GO:0032780,negative regulation of ATPase activity,P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens),LTF,BP,1,1 of 5,0.99,20,0.01873,0.03384
GO:0051290,protein heterotetramerization,G3N0V2(Evidence code:IEA/Database source:UniProtKB:P04264|ens),KRT1,BP,1,1 of 5,0.99,20,0.01873,0.03384
GO:0035375,zymogen binding,P02663(Evidence code:IPI/Database source:UniProtKB:P00750),CSN1S2,MF,1,1 of 5,0.99,20,0.01873,0.03384
GO:0042744,hydrogen peroxide catabolic process,P80025(Evidence code:IEA/Database source:UniProtKB-KW:KW-0376),LPO,BP,1,1 of 5,0.99,20,0.01873,0.03384
GO:0050702,interleukin-1 beta secretion,P26201(Evidence code:ISS/Database source:UniProtKB:Q08857),CD36,BP,1,1 of 5,0.99,20,0.01873,0.03384
GO:0043236,laminin binding,O18738(Evidence code:IDA/Database source:),DAG1,MF,1,1 of 5,0.99,20,0.01873,0.03384
GO:0035250,UDP-galactosyltransferase activity,P08037(Evidence code:ISS/Database source:UniProtKB:P15291),B4GALT1,MF,1,1 of 5,0.99,20,0.01873,0.03384
GO:0097067,cellular response to thyroid hormone stimulus,P07688(Evidence code:IEA/Database source:UniProtKB:P07858|ens),CTSB,BP,1,1 of 5,0.99,20,0.01873,0.03384
GO:0006750,glutathione biosynthetic process,G3N2D8(Evidence code:IEA/Database source:UniProtKB:Q60928|ens),GGT1,BP,1,1 of 5,0.99,20,0.01873,0.03384
GO:0010890,positive regulation of sequestering of triglyceride,P11151(Evidence code:IEA/Database source:UniProtKB:P06858|ens),LPL,BP,1,1 of 5,0.99,20,0.01873,0.03384
GO:0000413,protein peptidyl-prolyl isomerization,P62935(Evidence code:IEA/Database source:InterPro:IPR002130),PPIA,BP,1,1 of 5,0.99,20,0.01873,0.03384
GO:0043394,proteoglycan binding,P07688(Evidence code:IEA/Database source:UniProtKB:P07858|ens),CTSB,MF,1,1 of 5,0.99,20,0.01873,0.03384
GO:0051014,actin filament severing,Q3SX14(Evidence code:IEA/Database source:InterPro:IPR030004),GSN,BP,1,1 of 5,0.99,20,0.01873,0.03384
