GO,Function,Proteins,Gene Name,Ontology group,Count of protein,Number of proteins detected within the genome,GO frequency within the dataset (%),GO frequency within the genome (%),P-Value,P-Values_BH
GO:0005634,nucleus,P46193(Evidence code:IEA/Database source:UniProtKB-KW:KW-0539)Q76LV1(Evidence code:ISS/Database source:UniProtKB:P08238)P60712(Evidence code:ISS/Database source:UniProtKB:P60709)P62935(Evidence code:ISS/Database source:UniProtKB:P62937)Q2KJ32(Evidence code:IEA/Database source:UniProtKB-KW:KW-0539)P04272(Evidence code:IDA/Database source:)Q5E947(Evidence code:IEA/Database source:UniProtKB:Q06830|ens)P48616(Evidence code:IEA/Database source:UniProtKB-KW:KW-0539)P62261(Evidence code:ISS/Database source:UniProtKB:P62258)P19803(Evidence code:IEA/Database source:UniProtKB:Q99PT1|ens)Q5E9F7(Evidence code:IEA/Database source:UniProtKB-KW:KW-0539)Q3SYU2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0539)Q8WML4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0539)P17248(Evidence code:IEA/Database source:UniProtKB:P23381|ens)Q3T149(Evidence code:ISS/Database source:UniProtKB:P04792)P17697(Evidence code:IEA/Database source:UniProtKB-KW:KW-0539)P63103(Evidence code:IEA/Database source:UniProtKB:P63101|ens)P68103(Evidence code:ISS/Database source:UniProtKB:P68104)P61585(Evidence code:IEA/Database source:UniProtKB:Q9QUI0|ens)O97680(Evidence code:IEA/Database source:UniProtKB-KW:KW-0539)P19120(Evidence code:ISS/Database source:UniProtKB:P11142)Q76LV2(Evidence code:ISS/Database source:UniProtKB:P11501), ANXA1 HSP90AB1 ACTB PPIA SELENBP1 ANXA2 PRDX1 VIM YWHAE ARHGDIA CFL1 EEF2 MUC1 WARS HSPB1 CLU YWHAZ EEF1A1 RHOA TXN HSPA8 HSP90AA1,CC,22,22 of 1172,23.4,1.88,1.241E-10,8.552E-09
GO:0005794,Golgi apparatus,P01888(Evidence code:IEA/Database source:UniProtKB:P61769|ens)P02666(Evidence code:IDA/Database source:)A1L528(Evidence code:IEA/Database source:UniProtKB:P62821|ens)Q0P569(Evidence code:IEA/Database source:UniProtKB-KW:KW-0333)P26201(Evidence code:ISS/Database source:UniProtKB:P16671)P12763(Evidence code:IEA/Database source:UniProtKB:P02765|ens)P50397(Evidence code:IEA/Database source:UniProtKB:Q61598|ens)Q0IIG8(Evidence code:IBA/Database source:PANTHER:PTN000756440)P08037(Evidence code:ISS/Database source:UniProtKB:P15291)Q95122(Evidence code:ISS/Database source:UniProtKB:P08571)P02662(Evidence code:IDA/Database source:), B2M CSN2 RAB1A NUCB1 CD36 AHSG GDI2 RAB18 B4GALT1 CD14 CSN1S1,CC,11,11 of 202,11.7,5.45,1.035E-10,8.552E-09
GO:0042632,cholesterol homeostasis,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006)P79345(Evidence code:IEA/Database source:UniProtKB:P61916|ens)P10790(Evidence code:IEA/Database source:UniProtKB:P11404|ens)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)P11151(Evidence code:IEA/Database source:UniProtKB:P06858|ens), APOE APOA4 NPC2 FABP3 APOA1 LPL,BP,6,6 of 19,6.38,31.58,1.247E-10,8.552E-09
GO:0017127,cholesterol transporter activity,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006)Q4GZT4(Evidence code:IBA/Database source:PANTHER:PTN001829432)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006)P79345(Evidence code:IEA/Database source:UniProtKB:P61916|ens), APOA1 APOE ABCG2 APOA4 NPC2,MF,5,5 of 6,5.32,83.33,1.092E-10,8.552E-09
GO:0003924,GTPase activity,Q3T0F5(Evidence code:IEA/Database source:InterPro:IPR001806)A1L528(Evidence code:IEA/Database source:InterPro:IPR001806)P68103(Evidence code:IEA/Database source:InterPro:IPR000795)Q58DS9(Evidence code:IEA/Database source:InterPro:IPR001806)Q3SYU2(Evidence code:IEA/Database source:InterPro:IPR000795)Q0IIG8(Evidence code:IEA/Database source:InterPro:IPR001806)P61585(Evidence code:IEA/Database source:InterPro:IPR001806)P61223(Evidence code:IEA/Database source:InterPro:IPR001806|I)Q2KJ93(Evidence code:IEA/Database source:InterPro:IPR001806|I), RAB7A RAB1A EEF1A1 RAB5C EEF2 RAB18 RHOA RAP1B CDC42,MF,9,9 of 111,9.57,8.11,1.753E-10,1.122E-08
GO:0005856,cytoskeleton,Q3SX14(Evidence code:IEA/Database source:UniProtKB-KW:KW-0206)Q5E9F7(Evidence code:IEA/Database source:UniProtKB-KW:KW-0206)P31976(Evidence code:IEA/Database source:InterPro:IPR000299)Q3T149(Evidence code:IEA/Database source:UniProtKB-KW:KW-0206)P60712(Evidence code:ISS/Database source:UniProtKB:P60706)Q2KJ93(Evidence code:IEA/Database source:UniProtKB-KW:KW-0206)P28782(Evidence code:IEA/Database source:UniProtKB-KW:KW-0206)P28783(Evidence code:IEA/Database source:UniProtKB-KW:KW-0206)P48616(Evidence code:IEA/Database source:UniProtKB-KW:KW-0206)P61585(Evidence code:IEA/Database source:UniProtKB-KW:KW-0206), GSN CFL1 EZR HSPB1 ACTB CDC42 S100A8 S100A9 VIM RHOA,CC,10,10 of 165,10.64,6.06,2.607E-10,1.564E-08
GO:0033344,cholesterol efflux,Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006)P79345(Evidence code:ISS/Database source:UniProtKB:Q9Z0J0)Q4GZT4(Evidence code:IBA/Database source:PANTHER:PTN001829432), APOA4 APOA1 APOE NPC2 ABCG2,BP,5,5 of 9,5.32,55.56,4.697E-10,2.653E-08
GO:0005622,intracellular,Q2KJ93(Evidence code:IEA/Database source:InterPro:IPR003578)Q0IIG8(Evidence code:IEA/Database source:UniProtKB:Q9NP72|ens)P68103(Evidence code:IBA/Database source:PANTHER:PTN000561878)Q76LV2(Evidence code:IEA/Database source:UniProtKB:P07901|ens)Q5E9F7(Evidence code:IEA/Database source:InterPro:IPR002108)P61223(Evidence code:IEA/Database source:UniProtKB:P61224|ens)P31976(Evidence code:IEA/Database source:UniProtKB:P26040|ens)P61585(Evidence code:IEA/Database source:InterPro:IPR003578), CDC42 RAB18 EEF1A1 HSP90AA1 CFL1 RAP1B EZR RHOA,CC,8,8 of 95,8.51,8.42,1.321E-09,7.048E-08
GO:0005509,calcium ion binding,P28783(Evidence code:IEA/Database source:InterPro:IPR001751|I)P80025(Evidence code:IDA/Database source:)P04272(Evidence code:IEA/Database source:InterPro:IPR001464|I)P00735(Evidence code:IEA/Database source:InterPro:IPR000294|I)Q2KIS7(Evidence code:ISS/Database source:UniProtKB:P05452)P46193(Evidence code:IEA/Database source:InterPro:IPR001464|I)P02666(Evidence code:IBA/Database source:PANTHER:PTN000161175)Q0P569(Evidence code:IEA/Database source:InterPro:IPR002048)P28782(Evidence code:IEA/Database source:InterPro:IPR001751|I)Q3SX14(Evidence code:IEA/Database source:InterPro:IPR030004), S100A9 LPO ANXA2 F2 CLEC3B ANXA1 CSN2 NUCB1 S100A8 GSN,MF,10,10 of 203,10.64,4.93,1.746E-09,8.38E-08
GO:0016324,apical plasma membrane,P31976(Evidence code:ISS/Database source:UniProtKB:P26040)P26201(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)P46193(Evidence code:ISS/Database source:UniProtKB:P10107)Q4GZT4(Evidence code:IBA/Database source:PANTHER:PTN001829432)Q27960(Evidence code:IBA/Database source:PANTHER:PTN001293650)Q8WML4(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)P02702(Evidence code:IEA/Database source:UniProtKB-SubCell:SL), EZR CD36 ANXA1 ABCG2 SLC34A2 MUC1 FOLR1,CC,7,7 of 60,7.45,11.67,1.702E-09,8.38E-08
GO:0005525,GTP binding,Q0IIG8(Evidence code:IEA/Database source:InterPro:IPR001806|I)P61223(Evidence code:IEA/Database source:InterPro:IPR001806|I)P68103(Evidence code:IEA/Database source:InterPro:IPR000795|I)Q2KJ93(Evidence code:IEA/Database source:InterPro:IPR001806|I)Q58DS9(Evidence code:IEA/Database source:InterPro:IPR001806|I)Q3T0F5(Evidence code:IEA/Database source:InterPro:IPR001806|I)P61585(Evidence code:IEA/Database source:InterPro:IPR001806|I)Q3SYU2(Evidence code:IEA/Database source:InterPro:IPR000795|I)A1L528(Evidence code:IEA/Database source:InterPro:IPR001806|I), RAB18 RAP1B EEF1A1 CDC42 RAB5C RAB7A RHOA EEF2 RAB1A,MF,9,9 of 165,9.57,5.45,4.688E-09,2.143E-07
GO:0042802,identical protein binding,Q07130(Evidence code:IEA/Database source:UniProtKB:Q16851|ens)P63103(Evidence code:IEA/Database source:UniProtKB:P63104|ens)P01888(Evidence code:IEA/Database source:UniProtKB:P61769|ens)P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens)Q3T149(Evidence code:ISS/Database source:UniProtKB:P04792)Q5E947(Evidence code:IEA/Database source:UniProtKB:P35700|ens)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)P80195(Evidence code:IPI/Database source:UniProtKB:P80195)P48616(Evidence code:IEA/Database source:UniProtKB:P08670|ens)P62261(Evidence code:IEA/Database source:UniProtKB:P62258|ens)P04272(Evidence code:IEA/Database source:UniProtKB:P07355|ens)Q76LV2(Evidence code:IEA/Database source:UniProtKB:P07900|ens), UGP2 YWHAZ B2M EZR HSPB1 PRDX1 APOA1 GLYCAM1 VIM YWHAE ANXA2 HSP90AA1,MF,12,12 of 379,12.77,3.17,5.606E-09,0.000000234
GO:0034372,very-low-density lipoprotein particle remodeling,P15497(Evidence code:IBA/Database source:PANTHER:PTN000439006)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006)P11151(Evidence code:IEA/Database source:UniProtKB:P06858|ens)Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006), APOA1 APOA4 LPL APOE,BP,4,4 of 4,4.26,100,5.449E-09,0.000000234
GO:0000166,nucleotide binding,P61223(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)Q2KJ93(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)P17248(Evidence code:IEA/Database source:InterPro:IPR001412|I)Q76LV1(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)P60712(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)Q76LV2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)Q0VCX2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)Q3SYU2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)Q3T0F5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)Q58DS9(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)Q0IIG8(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)P68103(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)Q4GZT4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)P61585(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547)P19120(Evidence code:IEA/Database source:UniProtKB-KW:KW-0547), RAP1B CDC42 WARS HSP90AB1 ACTB HSP90AA1 HSPA5 EEF2 RAB7A RAB5C RAB18 EEF1A1 ABCG2 RHOA HSPA8,MF,15,15 of 677,15.96,2.22,9.073E-09,3.629E-07
GO:0005811,lipid droplet,Q58DS9(Evidence code:IEA/Database source:UniProtKB:P51148|ens)P04272(Evidence code:IEA/Database source:UniProtKB:P07355|ens)Q9TUM6(Evidence code:IEA/Database source:UniProtKB-KW:KW-0551)Q3T0F5(Evidence code:ISS/Database source:UniProtKB:P51150)P61223(Evidence code:IEA/Database source:UniProtKB:P61224|ens), RAB5C ANXA2 PLIN2 RAB7A RAP1B,CC,5,5 of 20,5.32,25,1.212E-08,4.474E-07
GO:0032587,ruffle membrane,P31976(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)P61585(Evidence code:IEA/Database source:UniProtKB:Q9QUI0|ens)P68103(Evidence code:IEA/Database source:UniProtKB:P68104|ens)Q76LV2(Evidence code:IEA/Database source:UniProtKB:P07901|ens)Q5E9F7(Evidence code:IEA/Database source:UniProtKB-SubCell:SL), EZR RHOA EEF1A1 HSP90AA1 CFL1,CC,5,5 of 20,5.32,25,1.212E-08,4.474E-07
GO:0002376,immune system process,P28783(Evidence code:IEA/Database source:UniProtKB-KW:KW-0391)Q2TBI0(Evidence code:IEA/Database source:UniProtKB-KW:KW-0391)P02672(Evidence code:IEA/Database source:UniProtKB-KW:KW-0391)Q3MHN2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0391)P24627(Evidence code:IEA/Database source:UniProtKB-KW:KW-0391)P28782(Evidence code:IEA/Database source:UniProtKB-KW:KW-0391)Q95122(Evidence code:IEA/Database source:UniProtKB-KW:KW-0391)P01888(Evidence code:IEA/Database source:UniProtKB-KW:KW-0391)Q2UVX4(Evidence code:IEA/Database source:UniProtKB-KW:KW-0391)P02676(Evidence code:IEA/Database source:UniProtKB-KW:KW-0391)P46193(Evidence code:IEA/Database source:UniProtKB-KW:KW-0391), S100A9 LBP FGA C9 LTF S100A8 CD14 B2M C3 FGB ANXA1,BP,11,11 of 334,11.7,3.29,1.56E-08,5.548E-07
GO:0008201,heparin binding,Q03247(Evidence code:IEA/Database source:UniProtKB-KW:KW-0358)P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens)P11151(Evidence code:ISS/Database source:UniProtKB:P06858)Q2KIS7(Evidence code:ISS/Database source:UniProtKB:P05452)P07589(Evidence code:IEA/Database source:UniProtKB-KW:KW-0358)P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens), APOE F2 LPL CLEC3B FN1 LTF,MF,6,6 of 52,6.38,11.54,2.61E-08,8.353E-07
GO:0019433,triglyceride catabolic process,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006)P15497(Evidence code:IBA/Database source:PANTHER:PTN000439006)P11151(Evidence code:IEA/Database source:UniProtKB:P06858|ens)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006), APOE APOA1 LPL APOA4,BP,4,4 of 7,4.26,57.14,2.55E-08,8.353E-07
GO:0042627,chylomicron,Q03247(Evidence code:IEA/Database source:UniProtKB-KW:KW-0162)Q32PJ2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0162)P11151(Evidence code:IEA/Database source:UniProtKB-KW:KW-0162)P15497(Evidence code:IBA/Database source:PANTHER:PTN000439006), APOE APOA4 LPL APOA1,CC,4,4 of 7,4.26,57.14,2.55E-08,8.353E-07
GO:0007596,blood coagulation,P02676(Evidence code:IEA/Database source:InterPro:IPR037580)P12799(Evidence code:IEA/Database source:InterPro:IPR037581)P30931(Evidence code:IEA/Database source:InterPro:IPR001187)P00735(Evidence code:IEA/Database source:InterPro:IPR003966|I)P02672(Evidence code:IEA/Database source:InterPro:IPR037579), FGB FGG F3 F2 FGA,BP,5,5 of 31,5.32,16.13,8.359E-08,0.000002589
GO:0007599,hemostasis,P00735(Evidence code:IEA/Database source:UniProtKB-KW:KW-0356)P30931(Evidence code:IEA/Database source:UniProtKB-KW:KW-0356)P02672(Evidence code:IEA/Database source:UniProtKB-KW:KW-0356)P12799(Evidence code:IEA/Database source:UniProtKB-KW:KW-0356)P02676(Evidence code:IEA/Database source:UniProtKB-KW:KW-0356), F2 F3 FGA FGG FGB,BP,5,5 of 32,5.32,15.62,9.64E-08,0.000002892
GO:0007155,cell adhesion,P07589(Evidence code:IEA/Database source:UniProtKB-KW:KW-0130)P61585(Evidence code:IEA/Database source:UniProtKB:Q9QUI0|ens)Q8WML4(Evidence code:IBA/Database source:PANTHER:PTN001293623)P08037(Evidence code:IEA/Database source:UniProtKB:P15535|ens)P26201(Evidence code:IEA/Database source:UniProtKB-KW:KW-0130)Q3ZCH5(Evidence code:IEA/Database source:UniProtKB:P25311|ens)Q95114(Evidence code:IEA/Database source:UniProtKB-KW:KW-0130)P30932(Evidence code:ISS/Database source:UniProtKB:P21926), FN1 RHOA MUC1 B4GALT1 CD36 AZGP1 MFGE8 CD9,BP,8,8 of 171,8.51,4.68,1.002E-07,0.000002914
GO:0015485,cholesterol binding,P79345(Evidence code:ISS/Database source:UniProtKB:P61916)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006), NPC2 APOA4 APOA1 APOE,MF,4,4 of 12,4.26,33.33,1.389E-07,0.000003923
GO:0016209,antioxidant activity,P28783(Evidence code:IEA/Database source:UniProtKB-KW:KW-0049)Q5E947(Evidence code:IEA/Database source:InterPro:IPR000866)P02666(Evidence code:IEA/Database source:UniProtKB-KW:KW-0049)P02662(Evidence code:IEA/Database source:UniProtKB-KW:KW-0049)P28782(Evidence code:IEA/Database source:UniProtKB-KW:KW-0049), S100A9 PRDX1 CSN2 CSN1S1 S100A8,MF,5,5 of 37,5.32,13.51,1.857E-07,0.000004819
GO:0030168,platelet activation,P12799(Evidence code:IEA/Database source:InterPro:IPR012290)P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens)P02672(Evidence code:IEA/Database source:InterPro:IPR012290)P02676(Evidence code:IEA/Database source:InterPro:IPR012290), FGG F2 FGA FGB,BP,4,4 of 13,4.26,30.77,1.812E-07,0.000004819
GO:0034364,high-density lipoprotein particle,Q8SQ28(Evidence code:IEA/Database source:UniProtKB-KW:KW-0345)Q03247(Evidence code:IEA/Database source:UniProtKB-KW:KW-0345)P15497(Evidence code:IEA/Database source:UniProtKB-KW:KW-0345)Q32PJ2(Evidence code:IEA/Database source:UniProtKB-KW:KW-0345), Saa3 APOE APOA1 APOA4,CC,4,4 of 13,4.26,30.77,1.812E-07,0.000004819
GO:0016323,basolateral plasma membrane,P80025(Evidence code:IEA/Database source:UniProtKB:P22079|ens)P31976(Evidence code:ISS/Database source:UniProtKB:P31977)P04272(Evidence code:IEA/Database source:UniProtKB:P07356|ens)P46193(Evidence code:IEA/Database source:UniProtKB-SubCell:SL)P08037(Evidence code:ISS/Database source:UniProtKB:P15291), LPO EZR ANXA2 ANXA1 B4GALT1,CC,5,5 of 41,5.32,12.2,2.962E-07,0.000007484
GO:0060228,phosphatidylcholine-sterol O-acyltransferase activator activity,P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006), APOA1 APOE APOA4,MF,3,3 of 4,3.19,75,9.016E-07,0.00002061
GO:0034380,high-density lipoprotein particle assembly,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens), APOE APOA4 APOA1,BP,3,3 of 4,3.19,75,9.016E-07,0.00002061
GO:0005577,fibrinogen complex,P02676(Evidence code:IEA/Database source:InterPro:IPR012290)P02672(Evidence code:IEA/Database source:InterPro:IPR012290)P12799(Evidence code:IEA/Database source:InterPro:IPR012290), FGB FGA FGG,CC,3,3 of 4,3.19,75,9.016E-07,0.00002061
GO:0010873,positive regulation of cholesterol esterification,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006), APOE APOA1 APOA4,BP,3,3 of 4,3.19,75,9.016E-07,0.00002061
GO:0055114,oxidation-reduction process,Q5E947(Evidence code:IEA/Database source:InterPro:IPR000866|I)P80457(Evidence code:IEA/Database source:InterPro:IPR002346|I)P80025(Evidence code:IEA/Database source:InterPro:IPR010255)Q71SP7(Evidence code:IEA/Database source:InterPro:IPR013149)O97680(Evidence code:ISS/Database source:UniProtKB:P10599)Q2KJ32(Evidence code:IEA/Database source:UniProtKB-KW:KW-0560)Q9XSG3(Evidence code:IEA/Database source:InterPro:IPR004790|I), PRDX1 XDH LPO FASN TXN SELENBP1 IDH1,BP,7,7 of 162,7.45,4.32,0.00000102,0.00002277
GO:0005768,endosome,P61585(Evidence code:IEA/Database source:UniProtKB:P61586|ens)P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens)P02702(Evidence code:IEA/Database source:UniProtKB-KW:KW-0967)Q58DS9(Evidence code:IEA/Database source:UniProtKB-KW:KW-0967)P04272(Evidence code:IEA/Database source:UniProtKB:P07355|ens)P46193(Evidence code:IEA/Database source:UniProtKB-KW:KW-0967)Q3T0F5(Evidence code:IEA/Database source:UniProtKB-KW:KW-0967), RHOA EZR FOLR1 RAB5C ANXA2 ANXA1 RAB7A,CC,7,7 of 165,7.45,4.24,0.000001147,0.00002502
GO:0043691,reverse cholesterol transport,Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006), APOE APOA1 APOA4,BP,3,3 of 5,3.19,60,0.000001439,0.00003004
GO:0019731,antibacterial humoral response,P80025(Evidence code:IDA/Database source:)P24627(Evidence code:IEA/Database source:InterPro:IPR030684)Q3SYR8(Evidence code:IEA/Database source:UniProtKB:P01591|ens), LPO LTF IGJ,BP,3,3 of 5,3.19,60,0.000001439,0.00003004
GO:0051258,protein polymerization,P12799(Evidence code:IEA/Database source:InterPro:IPR012290)P02676(Evidence code:IEA/Database source:InterPro:IPR012290)P00735(Evidence code:IDA/Database source:)P02672(Evidence code:IEA/Database source:InterPro:IPR012290), FGG FGB F2 FGA,BP,4,4 of 24,4.26,16.67,0.000001518,0.000031
GO:0071222,cellular response to lipopolysaccharide,Q2TBI0(Evidence code:ISS/Database source:UniProtKB:P18428)Q95122(Evidence code:ISS/Database source:UniProtKB:P10810)P61585(Evidence code:IEA/Database source:UniProtKB:P61586|ens)P48616(Evidence code:ISS/Database source:UniProtKB:P08670), LBP CD14 RHOA VIM,BP,4,4 of 26,4.26,15.38,0.000002022,0.00004043
GO:0050727,regulation of inflammatory response,G3N2D8(Evidence code:IEA/Database source:UniProtKB:Q60928|ens)P46193(Evidence code:ISS/Database source:UniProtKB:P10107)P12763(Evidence code:ISS/Database source:UniProtKB:P02765)P28783(Evidence code:IEA/Database source:InterPro:IPR028475)P28782(Evidence code:IEA/Database source:InterPro:IPR028474), GGT1 ANXA1 AHSG S100A9 S100A8,BP,5,5 of 66,5.32,7.58,0.000002639,0.00005171
GO:0031210,phosphatidylcholine binding,Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439034)P15497(Evidence code:IBA/Database source:PANTHER:PTN000439034)Q3SYR8(Evidence code:IEA/Database source:UniProtKB:P01591|ens), APOA4 APOA1 IGJ,MF,3,3 of 7,3.19,42.86,0.00000307,0.00005668
GO:0042157,lipoprotein metabolic process,P15497(Evidence code:IEA/Database source:InterPro:IPR000074)Q03247(Evidence code:IEA/Database source:InterPro:IPR000074)Q32PJ2(Evidence code:IEA/Database source:InterPro:IPR000074), APOA1 APOE APOA4,BP,3,3 of 7,3.19,42.86,0.00000307,0.00005668
GO:0031102,neuron projection regeneration,P15497(Evidence code:IBA/Database source:PANTHER:PTN000439006)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006)Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006), APOA1 APOA4 APOE,BP,3,3 of 7,3.19,42.86,0.00000307,0.00005668
GO:0072562,blood microparticle,P12763(Evidence code:IBA/Database source:PANTHER:PTN000352259)Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006)P15497(Evidence code:IBA/Database source:PANTHER:PTN000439006)Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006), AHSG APOE APOA1 APOA4,CC,4,4 of 31,4.26,12.9,0.000003816,0.00006784
GO:0010951,negative regulation of endopeptidase activity,P34955(Evidence code:IEA/Database source:GO:0004867)Q3T052(Evidence code:IEA/Database source:GO:0004867)Q2UVX4(Evidence code:IEA/Database source:GO:0004866)P12763(Evidence code:IEA/Database source:GO:0004866), SERPINA1 ITIH4 C3 AHSG,BP,4,4 of 31,4.26,12.9,0.000003816,0.00006784
GO:0097110,scaffold protein binding,P62261(Evidence code:IEA/Database source:UniProtKB:P62258|ens)Q76LV2(Evidence code:IEA/Database source:UniProtKB:P07900|ens)P48616(Evidence code:IEA/Database source:UniProtKB:P08670|ens), YWHAE HSP90AA1 VIM,MF,3,3 of 8,3.19,37.5,0.000004212,0.00007221
GO:0034361,very-low-density lipoprotein particle,P11151(Evidence code:IEA/Database source:UniProtKB-KW:KW-0850)Q03247(Evidence code:IEA/Database source:UniProtKB-KW:KW-0850)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens), LPL APOE APOA1,CC,3,3 of 8,3.19,37.5,0.000004212,0.00007221
GO:0042803,protein homodimerization activity,P80457(Evidence code:IDA/Database source:)Q3T149(Evidence code:ISS/Database source:UniProtKB:P04792)P08037(Evidence code:ISS/Database source:UniProtKB:P15291-1)P02666(Evidence code:IDA/Database source:)P17248(Evidence code:ISS/Database source:UniProtKB:P23381)Q76LV2(Evidence code:ISS/Database source:UniProtKB:P07901)Q3SYR8(Evidence code:IEA/Database source:UniProtKB:P01591|ens), XDH HSPB1 B4GALT1 CSN2 WARS HSP90AA1 IGJ,MF,7,7 of 210,7.45,3.33,0.000005298,0.00008923
GO:0031532,actin cytoskeleton reorganization,P46193(Evidence code:ISS/Database source:UniProtKB:P04083)P61585(Evidence code:ISS/Database source:UniProtKB:P61586)P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens), ANXA1 RHOA EZR,BP,3,3 of 9,3.19,33.33,0.000005603,0.00008965
GO:0001530,lipopolysaccharide binding,Q2TBI0(Evidence code:IEA/Database source:InterPro:IPR030180)P00735(Evidence code:IEA/Database source:UniProtKB:P00734|ens)P24627(Evidence code:IEA/Database source:UniProtKB:P02788|ens), LBP F2 LTF,MF,3,3 of 9,3.19,33.33,0.000005603,0.00008965
GO:0033700,phospholipid efflux,Q32PJ2(Evidence code:IBA/Database source:PANTHER:PTN000439006)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)Q03247(Evidence code:IBA/Database source:PANTHER:PTN000439006), APOA4 APOA1 APOE,BP,3,3 of 9,3.19,33.33,0.000005603,0.00008965
GO:0001540,amyloid-beta binding,Q03247(Evidence code:ISS/Database source:UniProtKB:P02649)P15497(Evidence code:IEA/Database source:UniProtKB:P02647|ens)P02662(Evidence code:IDA/Database source:), APOE APOA1 CSN1S1,MF,3,3 of 10,3.19,30,0.000007268,0.0001144
GO:0019904,protein domain specific binding,P17248(Evidence code:IEA/Database source:UniProtKB:P23381|ens)P68250(Evidence code:IEA/Database source:InterPro:IPR000308)P48616(Evidence code:IEA/Database source:UniProtKB:P08670|ens)P62261(Evidence code:IEA/Database source:InterPro:IPR000308)P31976(Evidence code:IEA/Database source:UniProtKB:P15311|ens)P63103(Evidence code:IEA/Database source:InterPro:IPR000308), WARS YWHAB VIM YWHAE EZR YWHAZ,MF,6,6 of 145,6.38,4.14,0.000007502,0.0001159
GO:0031625,ubiquitin protein ligase binding,P63103(Evidence code:IEA/Database source:UniProtKB:P63104|ens)P19120(Evidence code:IEA/Database source:UniProtKB:P11142|ens)Q76LV2(Evidence code:IEA/Database source:UniProtKB:P07900|ens)P17697(Evidence code:ISS/Database source:UniProtKB:P10909)P62261(Evidence code:IEA/Database source:UniProtKB:P62258|ens), YWHAZ HSPA8 HSP90AA1 CLU YWHAE,MF,5,5 of 83,5.32,6.02,0.000007604,0.0001159
